Track Name,Album Name,Artist Name(s),Duration (ms),pop,Genres,dance,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Kairi,Kairi,Lost Son,85247,37,lo-fi,0.539,0.316,8,-13.852,1,0.0532,0.478,0.807,0.14,0.258,86.007,4,8.191649555099247
Bunnies,Odyssey,"Dontcry,Nokiaa",163143,39,lo-fi,0.867,0.115,4,-12.284,1,0.218,0.343,0.886,0.0772,0.369,82.016,4,4.898015058179329
After Thought,Future Feelings,SPEECHLESS,69815,30,lo-fi,0.49,0.268,6,-12.4,1,0.0461,0.543,0.537,0.104,0.183,196.05,4,4.974674880219028
VIBES & SH*T,IWOAK,Waahiid,112750,20,lo-fi,0.749,0.333,1,-14.268,1,0.0541,0.909,0.765,0.362,0.52,89.103,4,6.765229295003422
Oracle Night,Chillhop Essentials Summer 2018,HM Surf,150000,28,lo-fi,0.666,0.0726,11,-21.575,1,0.0485,0.96,0.884,0.156,0.15,82.028,4,6.787132101300479
Dxy_Drmng,Chillhop Daydreams,invention_,165250,28,lo-fi,0.526,0.445,4,-10.712,1,0.318,0.937,0.0372,0.383,0.189,112.421,3,6.652977412731006
Your Favorite Place,Chillhop Essentials Winter 2017,Joey Pecoraro,221536,42,lo-fi,0.615,0.544,9,-13.093,0,0.0485,0.356,0.864,0.0591,0.515,78.049,4,7.310061601642711
Descending,YGCBEATS002 : illiterate,illiterate,93320,34,lo-fi,0.856,0.247,9,-10.776,0,0.292,0.894,0.915,0.108,0.575,81.414,4,6.652977412731006
Summer Luv,Ep Embrace,Slipfunc,122590,39,lo-fi,0.912,0.191,8,-18.308,1,0.0875,0.413,0.691,0.094,0.107,112.872,3,6.466803559206023
Elsewhere,Elsewhere,H.1,115360,17,lo-fi,0.782,0.138,0,-14.708,1,0.251,0.869,0.866,0.0756,0.565,85.143,4,6.639288158795345
I’m Ready,I’m Ready,Loupo,210599,21,lo-fi,0.815,0.197,11,-13.593,0,0.25,0.568,0.826,0.104,0.613,91.173,4,5.987679671457905
"midnight, somewhere",amaranthine,Idealism,194822,31,lo-fi,0.433,0.21,7,-15.747,1,0.0695,0.643,0.634,0.371,0.0688,81.998,4,7.403148528405202
Crystal Lake,Relief,"Pandrezz,Epektase",127659,36,lo-fi,0.558,0.206,7,-15.513,0,0.386,0.38,0.825,0.118,0.262,37.42,4,4.941820670773443
tranquil wave,tranquil wave,fantompower,147692,39,lo-fi,0.535,0.104,8,-22.271,1,0.0378,0.918,0.932,0.109,0.195,78.229,4,6.888432580424367
cloud path,emo,Leavv,112901,18,lo-fi,0.874,0.446,6,-8.657,0,0.0435,0.506,0.836,0.0876,0.803,85.225,4,8.402464065708418
Puddles,2 Am. Study Session,E I S U,103116,38,lo-fi,0.547,0.0428,6,-13.328,1,0.196,0.184,0.843,0.0975,0.599,216.109,3,5.007529089664613
Trippin,Into the Deep,Smoke Trees,87750,36,lo-fi,0.775,0.348,6,-14.201,0,0.222,0.377,0.738,0.137,0.533,80.965,4,8.093086926762492
Driftwood,Chillhop Essentials Summer 2019,Leavv,163571,31,lo-fi,0.519,0.13,4,-13.054,0,0.0678,0.828,0.919,0.12,0.405,88.983,4,5.809719370294319
Maybe One Day,Maybe One Day,SPEECHLESS,101354,15,lo-fi,0.718,0.457,9,-12.067,0,0.237,0.799,0.871,0.26,0.178,180.073,4,7.225188227241615
As You,emo,Ficci,244232,19,chillstep,0.713,0.556,1,-8.44,0,0.0579,0.223,0.738,0.0952,0.136,89.927,4,8.251882272416154
Pure Bliss,Future Feelings,SPEECHLESS,156023,48,lo-fi,0.479,0.291,9,-15.707,0,0.0311,0.908,0.936,0.0752,0.15,79.941,4,4.974674880219028
.suede,junyii ~ dr!p,"Chill Children,junyii.",80713,17,lo-fi,0.76,0.115,1,-18.106,0,0.0873,0.807,0.97,0.182,0.75,80.024,4,6.453114305270363
4/17/1975,Progress 2,Rob Viktum,169483,44,jazz,0.727,0.604,11,-4.556,0,0.0362,0.0861,0.898,0.1,0.859,85.013,4,15.222450376454484
Now That You're Gone,Now That You're Gone,Kavv,120106,36,lo-fi,0.536,0.313,5,-8.834,0,0.526,0.951,0.913,0.101,0.397,77.477,1,6.286105407255304
Embed,Reflections,jrd.,168117,9,lo-fi,0.694,0.0168,0,-15.075,1,0.0538,0.633,0.909,0.083,0.382,80.003,4,6.836413415468857
Home,Chillhop Essentials Winter 2024,Yasper,173656,38,lo-fi,0.725,0.308,9,-12.503,1,0.166,0.367,0.876,0.177,0.259,81.996,4,0.33127994524298426
Freeway,Untitled V,Dweeb,91211,44,lo-fi,0.803,0.322,6,-10.241,1,0.116,0.362,0.243,0.0904,0.468,126.367,4,6.954140999315538
Sweet Moments,The Essentials : ihaveaface,".ihaveaface,Pueblo Vista",147692,14,lo-fi,0.85,0.277,5,-17.852,1,0.0627,0.0737,0.886,0.0906,0.955,156.05,4,6.182067077344285
City Samba,Faces & Spaces,Konteks,180000,50,lo-fi,0.409,0.412,6,-12.822,1,0.0372,0.285,0.699,0.127,0.41,88.009,4,6.3025325119780975
rosemary whispers,Chillhop Essentials Spring 2019,santpoort,136500,40,lo-fi,0.782,0.265,8,-17.638,1,0.0544,0.671,0.859,0.111,0.425,116.06,4,6.039698836413415
Gorge,Gorge,"quickly, quickly",181532,36,lo-fi,0.298,0.115,1,-17.342,1,0.0392,0.959,0.961,0.0732,0.192,119.534,4,7.520876112251882
..Earnest..,JEWELIUS CAESAR,STRAANGE,67880,30,lo-fi,0.792,0.447,6,-8.985,1,0.0553,0.158,0.888,0.108,0.516,91.952,4,9.253935660506503
Love Is Weakness,soul,C Y G N,168000,26,lo-fi,0.732,0.301,6,-11.114,1,0.09,0.361,0.362,0.123,0.399,92.017,4,6.403832991101985
She Loves Me Not,She Loves Me Not,Tohaj,134376,35,lo-fi,0.668,0.424,2,-10.572,1,0.325,0.731,0.000834,0.11,0.55,80.55,4,6.683093771389459
Fly,Satiata,Brenky,125217,15,lo-fi,0.726,0.0222,8,-14.889,1,0.226,0.806,0.84,0.0983,0.744,69.196,4,5.325119780971937
Mistify,dance,jrd.,81106,20,lo-fi,0.699,0.224,4,-11.556,1,0.426,0.962,0.805,0.342,0.644,147.702,4,6.661190965092403
Nothing changes: everything is different,Nothing changes: everything is different,H.1,169795,32,lo-fi,0.572,0.177,3,-18.774,0,0.347,0.922,0.592,0.108,0.312,130.187,1,6.253251197809719
Blending In,Chillhop Essentials Spring 2019,Nokiaa,111000,25,lo-fi,0.656,0.283,0,-9.261,0,0.325,0.176,0.852,0.258,0.449,176.066,4,6.039698836413415
What If It All Turned out Fine,Before You Go,Jhove,161883,48,lo-fi,0.577,0.0644,0,-20.245,1,0.043,0.953,0.955,0.101,0.195,144.084,4,4.930869267624915
fmrl_unrslv,Hibernature,invention_,134400,17,lo-fi,0.604,0.212,6,-9.696,0,0.298,0.964,0.0357,0.248,0.671,74.913,4,7.6331279945242985
Downtown,I Should Be Sleeping Right Now,oofoe,75789,28,lo-fi,0.768,0.461,1,-9.863,1,0.454,0.837,0.837,0.0903,0.925,78.195,4,7.616700889801506
Perpetual,Perpetual,goosetaf,184000,33,lo-fi,0.73,0.249,5,-11.778,1,0.061,0.971,0.932,0.083,0.0936,74.993,4,5.040383299110198
Vìo,Vìo,Wun Two,105205,18,lo-fi,0.79,0.121,7,-14.247,1,0.149,0.852,0.957,0.103,0.966,146.088,4,6.0424366872005475
Springtime,After the Rain,Pabzzz,152224,21,lo-fi,0.645,0.32,5,-9.591,1,0.0618,0.437,0.161,0.112,0.519,94.991,4,6.398357289527721
Missing Her,From Nights in Clouds,B-Side,169778,14,lo-fi,0.687,0.307,11,-6.31,0,0.0988,0.565,0.0839,0.575,0.68,82.019,4,6.800821355
Valentine,Kingdom in Blue,Kupla,231529,41,lo-fi,0.609,0.414,1,-10.32,0,0.0419,0.191,0.923,0.738,0.245,85.002,4,5.092402464065708
Lucid,3 Am. Study Session,"Sebastian Kamae,Intoku",132705,38,lo-fi,0.492,0.0795,8,-22.208,1,0.0485,0.975,0.628,0.13,0.442,85.026,4,4.553045859000685
Eden,Dreams for Two,Rook1e,75572,30,lo-fi,0.557,0.352,8,-15.593,1,0.0606,0.775,0.934,0.127,0.335,73.58,4,7.570157426
Springtime,Mercy,j^p^n,120000,39,lo-fi,0.582,0.227,5,-12.543,1,0.0846,0.534,0,0.297,0.433,119.98,3,8.93908282
Feathers,All Natural,Kupla,120050,31,lo-fi,0.512,0.204,10,-6.141,1,0.25,0.811,0.612,0.102,0.15,159.596,4,7.137577002053388
The Final View,Metaphorical Music,Nujabes,214946,51,rap,0.591,0.857,7,-3.487,1,0.075,0.00952,0.674,0.148,0.582,89.129,4,21.61806981519507
Serenade,chillhop beat tapes: Philanthrope [Side B],Philanthrope,147020,25,lo-fi,0.706,0.102,0,-12.456,0,0.111,0.602,0.888,0.0767,0.159,151.993,4,1.4811772758384667
Sinkerator,Chillhop Essentials Spring 2019,"weird inside,Dilip,quickly, quickly",137874,28,lo-fi,0.453,0.425,1,-13.757,0,0.408,0.742,0.0478,0.324,0.359,80.372,4,6.039698836413415
Stratosphere,Stratosphere,Ambulo,128354,27,lo-fi,0.624,0.352,1,-10.495,0,0.0902,0.931,0.912,0.163,0.5,79.033,4,6.056125941136208
Espresso,1 Am. Study Session,Aso,162191,43,lo-fi,0.805,0.327,1,-13.348,1,0.174,0.936,0.667,0.7,0.533,101.932,3,5.319644079397673
Self Medication,Self Medication,BluntOne,131499,15,lo-fi,0.49,0.415,0,-10.324,1,0.312,0.115,0.865,0.184,0.294,150.02,4,6.080766598220397
Mellow Dust,"Hip Dozer, Vol. 2",Saib,105000,12,lo-fi,0.705,0.414,10,-8.208,1,0.494,0.39,0.0252,0.0975,0.937,160.079,4,7.394934976043806
Sculpted,Sculpted,Tobiahs,181263,45,stutter house,0.685,0.672,11,-9.652,0,0.0989,0.17,0.00679,0.207,0.499,119.06,4,6.360027378507871
Tôzen,Tôzen,Gyvus,170666,44,lo-fi,0.652,0.295,5,-9.823,0,0.0448,0.259,0.651,0.107,0.234,180.012,4,9.149897330595483
Just A Moment,Chillhop Essentials Fall 2018,Matt Quentin,178604,39,lo-fi,0.669,0.317,7,-12.914,0,0.0339,0.903,0.908,0.127,0.176,86.026,4,6.499657768651608
Tokyo,Vacation,Maple Syrup,159196,17,lo-fi,0.633,0.375,4,-10.897,0,0.0458,0.889,0.893,0.0984,0.398,84.989,4,8.503764544832306
Carried Away,1 Am. Study Session,"goosetaf,Sunlight Jr.,Francis",115200,48,lo-fi,0.657,0.274,4,-11.916,0,0.0356,0.844,0.931,0.115,0.106,75.018,4,5.319644079397673
Dew,Kingdom in Blue,Kupla,161947,35,lo-fi,0.706,0.435,10,-9.737,0,0.0622,0.626,0.324,0.685,0.371,80.002,4,5.092402464065708
First Light,Contrasts,dryhope,123286,27,lo-fi,0.868,0.111,5,-14.03,0,0.271,0.71,0.952,0.107,0.511,140.125,1,5.032169746748802
Berlin,Skylines,Sebastian Kamae,173913,46,lo-fi,0.689,0.227,2,-9.522,1,0.0418,0.893,0.656,0.11,0.424,138.039,5,2.414784394250513
The Docks,emo,DLJ,122647,27,lo-fi,0.654,0.251,10,-11.695,1,0.0468,0.866,0.838,0.116,0.794,136.046,5,5.062286105407256
Dimes,Online Mall Music,less.people,154074,35,lo-fi,0.473,0.177,5,-15.928,0,0.0658,0.651,0.914,0.0679,0.163,76.084,1,5.073237508555784
Part Ways,Part Ways,Sebastian Kamae,150379,42,lo-fi,0.673,0.212,6,-17.148,0,0.0748,0.902,0.94,0.079,0.173,79.022,4,2.565366187542779
Ships,2 Am. Study Session,"Elior,eaup",91578,40,lo-fi,0.72,0.256,0,-11.136,1,0.058,0.898,0.954,0.0959,0.207,76.026,4,5.007529089664613
throwback port,Inaudible,"mommy,Philanthrope",101333,24,lo-fi,0.794,0.129,8,-15.354,1,0.134,0.467,0.169,0.0726,0.302,120.064,4,6.365503080082136
Swing Moods,Some Year,Vhsceral,160000,8,lo-fi,0.55,0.368,1,-12.911,1,0.235,0.659,0.761,0.0985,0.421,168.525,4,6.620123203285421
Empty Shelves,Hush,Team Astro,154462,49,lo-fi,0.725,0.219,0,-14.385,1,0.0691,0.64,0.916,0.374,0.244,78.992,4,4.854209445585216
Ghost Naps,A Trip To Soda Island,"Soda Island,Izzard",195341,22,bass,0.686,0.372,9,-10.793,1,0.076,0.577,0.0722,0.0837,0.187,139.957,4,8.678986995208762
Leaving,Home,"Aso,Middle School",152624,19,lo-fi,0.58,0.269,5,-15.491,1,0.0611,0.621,0.879,0.096,0.0784,85.006,4,6.0013689253935665
L'aventure,L'aventure EP,"C4C,kokoro",149333,41,lo-fi,0.795,0.361,7,-11.989,1,0.11,0.782,0.841,0.335,0.356,89.96,4,5.133470226
Midnight Snack,2 Am. Study Session,Purrple Cat,188010,46,lo-fi,0.763,0.236,9,-11.516,0,0.0568,0.615,0.845,0.082,0.273,119.989,4,5.007529089664613
Wake Up,Timeless,Desired,162722,39,pop,0.656,0.806,1,-3.423,1,0.471,0.0535,0.000403,0.125,0.88,117.851,4,7.049965776865161
Sleep by the Waves,Summer Breeze,Leavv,128550,34,lo-fi,0.631,0.0341,9,-11.791,1,0.0514,0.93,0.926,0.101,0.291,78.997,3,6.532511978097194
space.,bliss,"johto,Samwise",81702,29,lo-fi,0.701,0.0797,7,-15.821,1,0.434,0.904,0.933,0.108,0.331,187.989,4,6.685831622176591
3000 Shots,Chop Me Up,"Sleepdealer,Gudo Rewinds,Sleepy Dog",139354,24,lo-fi,0.873,0.413,7,-11.143,0,0.31,0.656,0.836,0.236,0.32,123.955,4,6.841889117043121
Age of Loneliness,Naufrago,Lost Son,102223,31,lo-fi,0.633,0.107,8,-15.689,1,0.0488,0.761,0.755,0.124,0.649,129.829,4,8.799452429842573
Tito,Cloudfiles,Devaloop,214000,19,lo-fi,0.759,0.724,10,-7.184,0,0.0409,0.0937,0.695,0.069,0.711,82.993,4,8.429842573579739
everything you say,Inaudible,"mommy,Philanthrope",158500,42,lo-fi,0.679,0.276,11,-19.497,0,0.0566,0.487,0.869,0.354,0.302,141.957,4,6.365503080082136
Menti,Reflekt,Moose Dawa,182000,37,lo-fi,0.709,0.335,11,-12.55,0,0.148,0.637,0.66,0.435,0.416,91.089,4,7.189596167008898
In Passing,2 Am. Study Session,stream_error,170526,46,lo-fi,0.549,0.257,5,-16.185,1,0.05,0.776,0.906,0.117,0.0865,151.999,4,5.007529089664613
Levitating,Chillhop Essentials Spring 2019,invention_,179500,36,lo-fi,0.403,0.294,0,-14.574,1,0.069,0.612,0.916,0.429,0.385,65.526,4,6.039698836413415
Ride Away,Ride Away,Aso,159069,19,lo-fi,0.351,0.242,2,-13.364,1,0.0597,0.822,0.912,0.0751,0.347,171.514,4,7.318275154004107
Thoughts,Taiga Native,Kupla,121445,22,lo-fi,0.744,0.497,7,-9.971,0,0.256,0.441,0.00283,0.17,0.0885,83.16,4,7.425051334702259
m i s t,ep seeds,eevee,118182,50,lo-fi,0.624,0.229,1,-15.698,0,0.046,0.354,0.47,0.116,0.395,130.069,4,8.049281314168377
Lime,Lime,Snaer.,116000,36,lo-fi,0.719,0.321,6,-10.123,0,0.0381,0.3,0.247,0.149,0.363,82.032,4,6.439425051334703
Liquid Luck,Hush,Team Astro,168837,43,lo-fi,0.747,0.203,0,-13.395,1,0.0463,0.623,0.905,0.19,0.0663,86.012,4,4.854209445585216
Azahar,Chillhop Essentials Spring 2018,Juan Rios,144585,30,lo-fi,0.71,0.288,1,-14.184,0,0.0592,0.926,0.37,0.175,0.321,82.99,4,7.036276522929501
entheogen,Departures,Nohidea,108942,25,lo-fi,0.335,0.429,10,-10.331,0,0.0613,0.271,0.00442,0.134,0.0987,80.956,4,6.625598904859685
Reach,Stray,chief.,129000,25,lo-fi,0.505,0.0671,6,-22.562,0,0.0705,0.938,0.913,0.131,0.258,72.796,3,6.907597535934292
Warm,Warm,n o r m a l,102023,41,lo-fi,0.719,0.263,10,-14.562,0,0.654,0.666,0.679,0.215,0.42,80.036,4,6.294318959616701
Redbone,Redbone,Dontcry,102176,50,lo-fi,0.721,0.163,1,-16.899,0,0.0999,0.796,0.623,0.105,0.707,85.058,4,6.877481177275839
Wildflower,Chillhop Essentials Spring 2018,Joe Corfield,147583,42,lo-fi,0.671,0.132,1,-11.071,1,0.0704,0.926,0.946,0.0942,0.685,91.056,4,7.036276522929501
Belly Breathing,Chillhop Essentials Fall 2018,Birocratic,172584,37,lo-fi,0.69,0.463,10,-10.601,0,0.0329,0.228,0.844,0.0956,0.526,88.998,4,6.499657768651608
If I Ever Build a House,If I Ever Build a House,Axian,185441,35,lo-fi,0.56,0.505,6,-10.876,1,0.209,0.122,0.523,0.31,0.694,56.703,4,6.420260095824777
The Dream,O R B I T,SwuM,153600,35,lo-fi,0.677,0.675,11,-8.22,0,0.2,0.805,0.905,0.136,0.324,149.911,4,6.198494182067077
Rose Garden,Rose Garden,Kupla,126280,36,lo-fi,0.669,0.537,10,-10.599,0,0.0628,0.253,0.805,0.158,0.725,155.99,4,6.193018480492813
Ahead,FUTURES Vol. 4,Drips Zacheer,93462,10,lo-fi,0.477,0.533,10,-10.59,0,0.0493,0.00544,0.78,0.071,0.302,129.943,1,7.477070499657769
Pluto,Satellite Nights,"drkmnd,Allem Iversom",162882,36,lo-fi,0.416,0.165,8,-13.172,0,0.179,0.909,0.891,0.124,0.334,83.429,4,5.174537987679671
sunrise,honshu island,mt. fujitive,102256,43,lo-fi,0.689,0.0638,7,-17.933,1,0.0545,0.932,0.944,0.0965,0.0672,66.877,3,7.800136892539356
home for a while,singing in my room,"s. lyre,Delayde",151807,22,lo-fi,0.601,0.185,0,-19.246,1,0.0518,0.935,0.86,0.524,0.634,165.981,4,6.529774127310062
Outlet,Vondelpark,"Sebastian Kamae,Aylior",146625,32,lo-fi,0.713,0.348,9,-9.932,0,0.0692,0.776,0.664,0.0918,0.114,81.933,4,4.996577686516085
San Junipero,soul,C Y G N,217000,24,lo-fi,0.6,0.331,1,-12.369,0,0.0703,0.885,0.889,0.102,0.116,79.639,4,6.403832991101985
Patio,Patio,laqueus,148793,31,lo-fi,0.69,0.251,3,-11.618,0,0.0646,0.734,0.859,0.0979,0.173,87.951,4,6.083504449007529
Just Hold On,Relief,Pandrezz,145714,31,lo-fi,0.422,0.25,0,-18.985,1,0.0814,0.759,0.643,0.353,0.302,82.276,4,4.941820670773443
Cozy Dreams,Frozen Roses,A[way],108470,38,lo-fi,0.815,0.455,9,-9.162,1,0.137,0.416,0.949,0.115,0.132,85.029,3,5.018480492813142
Loungin,Loungin,Aso,143046,31,lo-fi,0.775,0.284,5,-10.915,0,0.0871,0.0268,0.824,0.106,0.345,93.936,4,7.909650924024641
Long Espresso,La caffetteria,"o k h o,Saito",95142,38,lo-fi,0.704,0.302,11,-12.477,1,0.108,0.783,0.00328,0.464,0.823,76.021,4,9.412731006160165
Delights,Essence,Otesla,109000,40,lo-fi,0.691,0.31,7,-9.952,0,0.04,0.738,0.917,0.112,0.352,88.611,4,6.929500342231348
boardwalk,boardwalk,no one's perfect,113568,11,lo-fi,0.538,0.297,4,-13.343,0,0.272,0.857,0.823,0.163,0.482,62.975,4,6.617385352498289
Spare Me,Continuance,Es-K,154666,13,lo-fi,0.895,0.434,4,-6.115,0,0.083,0.121,0.869,0.561,0.414,90.004,4,6.149212868
santorini,Sands,"David Chief,Notation",68000,13,lo-fi,0.814,0.217,2,-15.636,0,0.086,0.785,0.908,0.1,0.722,82.965,4,7.909650924024641
I Care About You,I Care About You,DLJ,144545,31,lo-fi,0.752,0.358,10,-10.09,1,0.0856,0.852,0.0591,0.0989,0.211,87.967,4,6.800821355
Goa,Nest,"Made in M,Smuv",82250,30,lo-fi,0.758,0.212,1,-12.426,0,0.168,0.344,0.854,0.115,0.516,87.931,4,8.410677618069816
Forget Me,Online Mall Music,less.people,130369,30,lo-fi,0.812,0.214,10,-15.875,0,0.11,0.153,0.492,0.0807,0.709,81.197,4,5.073237508555784
mosey,mosey,joeshort,96000,27,lo-fi,0.617,0.164,1,-20.177,0,0.188,0.899,0.906,0.0996,0.733,149.877,4,7.852156057494867
Barrio,Tea Party,Melvin Alex,189767,7,lo-fi,0.732,0.262,0,-10.662,0,0.177,0.192,0.633,0.194,0.641,85.983,4,6.614647501711157
Lakeside,Chillhop Essentials Summer 2018,floridomi,133500,27,lo-fi,0.38,0.457,11,-12.738,0,0.258,0.747,0.0686,0.0924,0.262,161.15,4,6.787132101300479
the great ocean road,mudflat hikers,santpoort,144562,29,lo-fi,0.715,0.398,9,-16.074,0,0.0935,0.761,0.612,0.164,0.362,82.998,4,6.614647501711157
"I Love You, Goodnight",Sound Asleep,Spencer Hunt,209058,36,lo-fi,0.478,0.0779,10,-15.322,1,0.0595,0.95,0.953,0.146,0.121,75.125,4,4.887063655030801
emerald,in.the.forest.we.are.wizards,Kupla,154074,36,lo-fi,0.776,0.171,3,-12.828,0,0.0897,0.368,0.87,0.111,0.0764,81.137,4,8.041067761806982
Handsome People,Chillhop Essentials Spring 2018,Birocratic,173617,32,lo-fi,0.6,0.76,7,-6.159,1,0.0386,0.00446,0.856,0.315,0.248,94.044,4,7.036276522929501
Water,rap,Caleb Belkin,118554,40,lo-fi,0.632,0.466,10,-10.825,0,0.31,0.364,0.0406,0.366,0.91,82.965,4,7.715263518138261
Unlimited,Is It Too Much to Ask For - EP,Jordan Maxwell,197545,32,lo-fi,0.773,0.228,1,-20.694,0,0.0566,0.208,0.915,0.359,0.0767,123.918,4,7.8959616700889805
Sleepy,Sound Asleep,Spencer Hunt,127605,38,lo-fi,0.682,0.12,9,-21.545,1,0.109,0.881,0.961,0.082,0.0379,60.008,4,4.887063655030801
Bliss,Life,Jinsang,89437,47,lo-fi,0.654,0.352,1,-13.197,0,0.0534,0.566,0.924,0.111,0.589,85.362,4,8.276522929500342
You're in My Head,I Can't Tell You How Much It Hurts,"moow,Lotte Kestner",97050,46,lo-fi,0.751,0.197,2,-11.627,1,0.11,0.958,0.944,0.096,0.324,140.193,4,8.180698151950718
You Are Loving,Passion & Confusion,"timmies,Shiloh Dynasty",100812,46,lo-fi,0.814,0.333,6,-11.56,0,0.189,0.874,3.54e-06,0.615,0.387,99.994,4,7.531827515400411
Loosing Interest,Passion & Confusion,"timmies,Shiloh Dynasty",117916,54,lo-fi,0.926,0.199,10,-13.635,0,0.0916,0.51,0.119,0.224,0.763,113.952,4,7.531827515400411
Palm Trees,Palm Trees,"Lucian,Phephi",125092,9,bass,0.63,0.486,1,-10.957,0,0.0459,0.228,0.029,0.113,0.408,156.977,4,4.774811772758385
Evening Routine,Hometown,"Nymano,Pandrezz",144624,39,lo-fi,0.667,0.144,7,-11.14,0,0.0376,0.252,0.882,0.204,0.469,80.625,4,6.461327857631759
Hills and Horizons,Hills and Horizons,Fujitsu,125217,34,lo-fi,0.927,0.405,1,-14.049,1,0.151,0.439,0.793,0.106,0.694,137.952,4,6.789869952087611
Crossroads,Chillhop Essentials Winter 2018,Hanz,154000,36,lo-fi,0.438,0.291,5,-17.17,0,0.0481,0.812,0.825,0.898,0.078,170.146,4,6.308008213552362
Tomorrow,Mind Garden,Leavv,170678,36,lo-fi,0.722,0.178,6,-11.651,0,0.0355,0.727,0.912,0.118,0.591,87.012,4,6.576317590691307
Hello Friend,Chillhop Daydreams,Leavv,121199,29,lo-fi,0.691,0.0583,1,-13.265,0,0.0593,0.665,0.806,0.0886,0.42,80.989,4,6.652977412731006
Unfaithful,Break,H E R B,82207,28,lo-fi,0.777,0.213,10,-15.491,1,0.16,0.562,0.889,0.185,0.563,141.19,4,7.392197125256674
Ji-Eun's Sunset,Neon Impasse,City Girl,168813,48,lo-fi,0.931,0.517,4,-8.476,1,0.106,0.0923,0.816,0.114,0.172,118.024,4,6.754277891854894
Soft Skin,Passion & Confusion,"timmies,Shiloh Dynasty",117747,52,lo-fi,0.901,0.108,0,-19.516,0,0.129,0.844,0.00473,0.108,0.716,106.044,4,7.531827515400411
Football Head,Pleasure Palette,Flamingosis,224916,44,lo-fi,0.662,0.211,1,-14.638,1,0.0523,0.66,0.565,0.609,0.584,89.996,4,9.626283367556468
Rosewood,Rosewood,"Harris Cole,Arbour",162461,34,lo-fi,0.548,0.364,10,-10.767,1,0.249,0.782,0.847,0.141,0.14,128.787,4,6.351813826146475
Drxzzl_,Re-Leaf,invention_,152361,28,lo-fi,0.456,0.533,11,-7.1,1,0.282,0.77,0.575,0.381,0.327,73.334,3,6.926762491444216
Drive Home,Drive Home,Shy Cope,133531,35,lo-fi,0.356,0.358,4,-9.193,1,0.184,0.701,0.592,0.106,0.235,79.5,1,6.830937713894593
passing,lovely currents,mommy,168648,36,lo-fi,0.843,0.313,8,-12.564,1,0.158,0.478,0.943,0.113,0.447,74.01,4,7.058179329226557
Fall’s Echoes,Chillhop Essentials Winter 2018,Sleepy Fish,158000,39,lo-fi,0.478,0.483,11,-10.506,1,0.0667,0.198,0.923,0.127,0.362,168.916,3,6.308008213552362
mochus,Chillhop Essentials Fall 2018,Plusma,132058,27,lo-fi,0.597,0.509,11,-14.622,0,0.498,0.496,0.145,0.118,0.372,81.892,4,6.499657768651608
003,re:ups,"digitalluc,Bill adlib",139521,27,lo-fi,0.697,0.295,5,-11.216,0,0.236,0.873,0.0456,0.103,0.395,84.936,4,7.175906913073238
Shanghai Nights,Around the World,Saib,264000,43,lo-fi,0.668,0.544,2,-9.396,0,0.0569,0.442,0.857,0.141,0.36,93.868,4,8.947296372347708
Phyllis,Crush,Lettuce,410333,45,jazz,0.527,0.799,9,-5.844,0,0.0364,0.000201,0.924,0.125,0.379,88.005,4,9.407255305
Let's Run Away and Never Look Back,Let's Run Away and Never Look Back,Essence,62415,24,lo-fi,0.429,0.348,11,-18.548,0,0.102,0.85,0.926,0.0948,0.054,83.14,5,7.137577002053388
With U,With U,"SwuM,Idealism",218666,48,lo-fi,0.469,0.309,1,-11.858,0,0.0341,0.863,0.809,0.0923,0.185,90.062,4,6.113620807665982
It's Ok,It's Ok,"Pandrezz,j'san",168297,38,lo-fi,0.702,0.277,7,-11.708,1,0.0466,0.835,0.879,0.121,0.065,87,4,6.039698836413415
Kiwi,In Your Eyes,Tom Doolie,87211,54,lo-fi,0.732,0.151,11,-14.936,1,0.137,0.969,0.952,0.111,0.273,78.1,4,0.1806981519507187
Afloat,Imaginary,Kupla,148604,34,lo-fi,0.374,0.237,6,-10.796,1,0.163,0.957,0.822,0.088,0.417,83.271,4,6.102669404517454
End Credits,End Credits,Handbook,172277,32,lo-fi,0.612,0.495,2,-7.003,1,0.12,0.0543,0.185,0.274,0.351,84.927,4,6.398357289527721
Right Now,Frames,Through & Through,115800,28,lo-fi,0.804,0.616,7,-10.844,1,0.0568,0.122,0.518,0.357,0.459,99.991,4,7.553730321697468
Silence,Waking Dreams,"Philanthrope,Kupla",105101,27,lo-fi,0.651,0.182,9,-9.387,0,0.057,0.841,0.928,0.0891,0.691,151.972,4,6.784394250513347
Your Eyes,Little Pear,Joey Pecoraro,127530,47,lo-fi,0.759,0.437,2,-5.564,1,0.135,0.786,0.51,0.344,0.336,92.587,4,9.637234770704996
I Have Love for Everyone Besides Myself.,Last Summer,Barnes Blvd.,161238,40,lo-fi,0.352,0.238,0,-18.408,1,0.1,0.97,0.586,0.0664,0.0376,72.649,3,6.9048596851471595
Egyptian Pools,Meditation,Jinsang,130677,49,lo-fi,0.663,0.596,5,-9.669,0,0.322,0.846,0.918,0.11,0.809,78.688,4,9.946611909650924
