Track Name,Album Name,Artist Name(s),Duration (ms),Popularity,Genres,dance,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
My Shot,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Leslie Odom Jr.,Original Broadway Cast of Hamilton,Anthony Ramos",333154,70,musicals,0.698,0.649,8,-6.764,1,0.415,0.15,0,0.0903,0.568,180.466,4,9.522245037645447
The Story of Tonight,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Okieriete Onaodowan,Daveed Diggs,Original Broadway Cast of Hamilton,Anthony Ramos",91980,67,musicals,0.494,0.237,4,-10.579,1,0.0517,0.835,0,0.648,0.625,95.219,3,9.522245037645447
The Schuyler Sisters,Hamilton (Original Broadway Cast Recording),"Renée Elise Goldsberry,Phillipa Soo,Jasmine Cephas-Jones,Leslie Odom Jr.,Original Broadway Cast of Hamilton",186542,70,musicals,0.74,0.727,2,-6.253,1,0.278,0.187,0,0.627,0.792,101.409,4,9.522245037645447
Farmer Refuted,Hamilton (Original Broadway Cast Recording),"Thayne Jasperson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",112742,66,musicals,0.795,0.409,9,-8.334,0,0.372,0.684,0,0.0548,0.577,77.879,3,9.522245037645447
You'll Be Back,Hamilton (Original Broadway Cast Recording),"Jonathan Groff,Original Broadway Cast of Hamilton",208321,71,musicals,0.607,0.466,0,-7.562,1,0.0578,0.39,0,0.135,0.434,121.741,4,9.522245037645447
A Winter's Ball,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",69900,66,musicals,0.854,0.327,8,-10.834,1,0.507,0.41,0,0.0889,0.688,131.352,4,9.522245037645447
Right Hand Man,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Leslie Odom Jr.,Original Broadway Cast of Hamilton",321696,67,musicals,0.68,0.413,8,-9.41,1,0.492,0.177,0,0.205,0.383,158.576,4,9.522245037645447
Ten Duel Commandments,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Jon Rua,Leslie Odom Jr.,Original Broadway Cast of Hamilton,Anthony Ramos",106646,65,musicals,0.887,0.516,10,-8.187,0,0.658,0.0691,0,0.617,0.828,77.977,4,9.522245037645447
Meet Me Inside,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Leslie Odom Jr.,Christopher Jackson,Original Broadway Cast of Hamilton,Anthony Ramos",83632,64,musicals,0.732,0.643,10,-8.318,0,0.474,0.378,0,0.363,0.644,88.543,4,9.522245037645447
That Would Be Enough,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Lin-Manuel Miranda",178445,65,musicals,0.499,0.2,2,-10.276,1,0.0355,0.819,0,0.115,0.185,137.367,4,9.522245037645447
Guns and Ships,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Daveed Diggs,Christopher Jackson,Original Broadway Cast of Hamilton",127578,69,musicals,0.72,0.666,7,-6.914,1,0.328,0.399,0,0.0844,0.383,138.03,4,9.522245037645447
History Has Its Eyes on You,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",97050,65,musicals,0.438,0.373,0,-9.769,0,0.0291,0.803,0,0.123,0.274,77.415,4,9.522245037645447
What Comes Next?,Hamilton (Original Broadway Cast Recording),Jonathan Groff,99343,65,musicals,0.515,0.302,7,-10.882,1,0.079,0.603,0,0.199,0.277,114.972,4,9.522245037645447
Dear Theodosia,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda",184004,67,musicals,0.598,0.221,9,-10.484,1,0.0303,0.907,4.19e-05,0.0723,0.274,106.771,4,9.522245037645447
What'd I Miss,Hamilton (Original Broadway Cast Recording),"Daveed Diggs,Leslie Odom Jr.,Okieriete Onaodowan,Original Broadway Cast of Hamilton",236701,65,musicals,0.539,0.577,7,-7.763,1,0.386,0.169,0,0.14,0.319,177.787,4,9.522245037645447
Cabinet Battle #1,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Daveed Diggs,Lin-Manuel Miranda,Okieriete Onaodowan",215226,64,musicals,0.607,0.658,11,-7.762,0,0.423,0.0859,0,0.489,0.513,87.043,4,9.522245037645447
Take a Break,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Lin-Manuel Miranda,Renée Elise Goldsberry,Anthony Ramos",286485,64,musicals,0.552,0.371,4,-9.426,1,0.227,0.587,0,0.18,0.587,81.548,4,9.522245037645447
Say No to This,Hamilton (Original Broadway Cast Recording),"Jasmine Cephas-Jones,Leslie Odom Jr.,Lin-Manuel Miranda,Sydney James Harcourt,Original Broadway Cast of Hamilton",242017,67,musicals,0.754,0.535,9,-8.156,1,0.305,0.464,0,0.19,0.395,81.035,4,9.522245037645447
The Room Where It Happens,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Original Broadway Cast of Hamilton",318214,69,musicals,0.638,0.49,4,-9.382,0,0.426,0.271,0,0.664,0.511,173.552,4,9.522245037645447
Schuyler Defeated,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Lin-Manuel Miranda,Leslie Odom Jr.,Anthony Ramos",63558,61,musicals,0.745,0.597,0,-10.422,1,0.257,0.236,0,0.157,0.842,102.108,4,9.522245037645447
Cabinet Battle #2,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Daveed Diggs,Lin-Manuel Miranda,Okieriete Onaodowan",142639,62,musicals,0.753,0.539,11,-9.117,1,0.537,0.0582,0,0.353,0.519,99.455,4,9.522245037645447
Washington on Your Side,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Daveed Diggs,Okieriete Onaodowan,Original Broadway Cast of Hamilton",181477,64,musicals,0.884,0.521,10,-10.216,1,0.348,0.165,0,0.0756,0.425,134.051,4,9.522245037645447
One Last Time,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",296387,63,musicals,0.449,0.42,8,-9.624,1,0.356,0.631,0,0.0805,0.41,176.989,4,9.522245037645447
I Know Him,Hamilton (Original Broadway Cast Recording),Jonathan Groff,97979,63,musicals,0.67,0.436,0,-8.636,1,0.364,0.649,0,0.722,0.378,121.581,4,9.522245037645447
The Adams Administration,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton,54840,61,musicals,0.8,0.362,1,-10.313,1,0.544,0.505,0,0.121,0.792,130.14,4,9.522245037645447
We Know,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Daveed Diggs,Leslie Odom Jr.,Okieriete Onaodowan",142044,64,musicals,0.718,0.484,11,-10.376,1,0.523,0.312,0,0.127,0.692,113.855,4,9.522245037645447
Burn,Hamilton (Original Broadway Cast Recording),Phillipa Soo,225240,69,musicals,0.582,0.428,2,-9.13,1,0.0516,0.752,0,0.102,0.255,99.608,3,9.522245037645447
Blow Us All Away,Hamilton (Original Broadway Cast Recording),"Ariana DeBose,Sasha Hutchings,Ephraim Sykes,Lin-Manuel Miranda,Original Broadway Cast of Hamilton,Anthony Ramos",173594,60,musicals,0.82,0.451,9,-10.177,1,0.461,0.388,0,0.563,0.665,88.566,4,9.522245037645447
It's Quiet Uptown,Hamilton (Original Broadway Cast Recording),"Renée Elise Goldsberry,Lin-Manuel Miranda,Phillipa Soo,Original Broadway Cast of Hamilton",270171,63,musicals,0.484,0.187,5,-14.076,1,0.0423,0.796,0,0.0785,0.227,129.753,4,9.522245037645447
The Election of 1800,Hamilton (Original Broadway Cast Recording),"Daveed Diggs,Okieriete Onaodowan,Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",237982,62,musicals,0.731,0.42,10,-10.199,1,0.462,0.319,0,0.306,0.645,67.426,4,9.522245037645447
Your Obedient Servant,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",150063,66,musicals,0.736,0.37,5,-11.072,1,0.502,0.293,0,0.042,0.619,165.908,3,9.522245037645447
Best of Wives and Best of Women,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Lin-Manuel Miranda",47943,59,musicals,0.647,0.115,5,-16.826,1,0.0544,0.751,0,0.0858,0.597,131.508,4,9.522245037645447
The World Was Wide Enough,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",302191,63,musicals,0.653,0.351,5,-12.776,1,0.648,0.467,0,0.107,0.307,116.6,3,9.522245037645447
"Who Lives, Who Dies, Who Tells Your Story",Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton,217229,66,musicals,0.353,0.326,2,-9.687,1,0.0901,0.777,0,0.0904,0.156,75.5,4,9.522245037645447
Road to Hell,Hadestown (Original Broadway Cast Recording),"André De Shields,Hadestown Original Broadway Company,Anaïs Mitchell",317879,55,musicals,0.507,0.651,8,-4.937,1,0.194,0.676,1.55e-05,0.0642,0.7,98.995,4,5.689253935660506
Bottom's Gonna Be on Top,Something Rotten! (Original Broadway Cast Recording),"Brian D'Arcy James,'Something Rotten' Company,Kurt Deutsch,Kevin McCollum,Wayne Kirkpatrick,Karey Kirkpatrick",330346,39,musicals,0.567,0.558,0,-8.629,1,0.849,0.624,0,0.0537,0.609,193.658,4,9.837097878
Tango: Maureen,RENT (Original Motion Picture Soundtrack),"Tracie Thoms,Anthony Rapp",235040,46,musicals,0.799,0.621,7,-4.992,1,0.0599,0.314,0,0.153,0.747,128.002,4,19.515400410677618
The Park At Night,Warriors,"James Remar,Kenita Miller,Julia Harriman,Sasha Hutchings,Phillipa Soo,Jasmine Cephas-Jones,Amber Gray,Gizel Jiménez",170757,40,musicals,0.446,0.507,4,-5.268,1,0.0516,0.266,0,0.0761,0.154,140.091,5,0.45722108145106094
The Ballad of the Witches' Road (Sacred Chant Version),Songs from Agatha All Along (Episodes 1 & 2),"Kathryn Hahn,Sasheer Zamata,Ali Ahn,Patti LuPone,Debra Jo Rupp,Agatha All Along - Cast",197692,61,musicals,0.507,0.217,10,-6.367,1,0.0434,0.707,0,0.0876,0.531,132.744,4,0.5366187542778919
30/90,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Andrew Garfield,Joshua Henry,Vanessa Hudgens,Robin de Jesus,Alexandra Shipp,MJ Rodriguez",262505,60,musicals,0.466,0.789,0,-5.956,1,0.0663,0.0146,0,0.0637,0.36,175.772,4,3.3894592744695413
Boho Days,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Andrew Garfield,Robin de Jesus,Alexandra Shipp,Joshua Henry,Vanessa Hudgens",88281,52,musicals,0.781,0.595,1,-8.904,1,0.859,0.766,0,0.342,0.865,81.379,4,3.3894592744695413
Green Green Dress,"tick, tick... BOOM! (Soundtrack from the Netflix Film)",Joshua Henry,42230,39,musicals,0.531,0.816,1,-5.937,0,0.0666,0.315,0,0.449,0.268,138.088,4,3.3894592744695413
Johnny Can't Decide,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Andrew Garfield,Vanessa Hudgens,Joshua Henry",210975,47,musicals,0.5,0.52,8,-7.456,1,0.0336,0.139,0,0.104,0.236,114.755,4,3.3894592744695413
Come to Your Senses,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Alexandra Shipp,Vanessa Hudgens",267847,49,musicals,0.393,0.444,10,-5.745,1,0.0289,0.431,0,0.175,0.225,98.523,4,3.3894592744695413
Real Life,"tick, tick... BOOM! (Soundtrack from the Netflix Film)",Robin de Jesus,103772,38,musicals,0.272,0.387,0,-11.709,0,0.0344,0.303,0.00204,0.111,0.229,55.445,3,3.3894592744695413
Louder Than Words,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Andrew Garfield,Vanessa Hudgens,Joshua Henry",293926,48,musicals,0.333,0.581,8,-5.497,1,0.0324,0.0994,0,0.772,0.42,95.202,4,3.3894592744695413
"So Long, Farewell",The Sound Of Music (Original Soundtrack Recording),"Charmian Carr,Angela Cartwright,Duane Chase,Nicholas Hammond,Kym Karath,Heather Menzies,Debbie Turner",176400,52,musicals,0.548,0.153,10,-16.398,1,0.0501,0.848,4.09e-05,0.124,0.359,119.842,4,60.251882272416154
Climb Ev'ry Mountain,The Sound Of Music (Original Soundtrack Recording),Peggy Wood,138640,46,musicals,0.234,0.295,5,-12.499,1,0.0361,0.86,0,0.117,0.209,92.385,1,60.251882272416154
What Is This Feeling?,Wicked: The Soundtrack,"Ariana Grande,Cynthia Erivo",228947,79,musicals,0.607,0.48,1,-8.81,1,0.12,0.691,0,0.111,0.637,151.909,4,0.3613963039014374
Helpless,Hamilton (Original Broadway Cast Recording),"Phillipa Soo,Original Broadway Cast of Hamilton",249770,70,musicals,0.688,0.491,5,-7.494,1,0.269,0.334,0,0.0914,0.737,79.009,4,9.522245037645447
Wait for It,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Original Broadway Cast of Hamilton",193749,72,musicals,0.543,0.473,6,-9.638,1,0.157,0.124,4.04e-06,0.0922,0.519,86.534,4,9.522245037645447
Non-Stop,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Renée Elise Goldsberry,Phillipa Soo,Christopher Jackson,Original Broadway Cast of Hamilton",385438,71,musicals,0.77,0.482,6,-9.529,1,0.351,0.211,0,0.223,0.441,91.994,4,9.522245037645447
Therapy,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Andrew Garfield,Vanessa Hudgens",164163,56,musicals,0.554,0.593,0,-5.492,1,0.215,0.207,0,0.0529,0.618,147.743,3,3.3894592744695413
No More,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Andrew Garfield,Robin de Jesus",191351,44,musicals,0.248,0.873,2,-5.057,1,0.0971,0.0717,0,0.272,0.589,192.687,4,3.3894592744695413
Join Us for a Bite,All Five Nights,"JT Music,Andrea Storm Kaden",236511,66,nerdcore,0.595,0.752,1,-5.651,1,0.0361,0.0461,0,0.107,0.386,85.987,4,9.111567419575634
Labyrinth,Labyrinth,"CG5,Fandroid!,Chi-Chi,Caleb Hyles,Dagames,Dawko",280780,51,nerdcore,0.607,0.757,2,-2.231,1,0.0322,0.383,0,0.352,0.365,139.992,4,7.296372348
You Belong Here,All Five Nights,"JT Music,Andrea Storm Kaden",253714,59,nerdcore,0.731,0.884,1,-4.872,1,0.107,0.078,0,0.138,0.744,140.021,4,9.111567419575634
Alien,Alien,"Nico & Chelsea,Nico Collins,Chelsea Collins",193275,37,nightcore,0.507,0.67,7,-4.963,1,0.0299,0.0284,0,0.424,0.436,89.982,4,1.2813141683778233
BAD GIRL,BAD GIRL,AViVA,208860,28,nightcore,0.578,0.726,5,-5.992,0,0.0456,0.00679,0.00541,0.0624,0.688,160.099,4,1.2238193018480492
Savage,Savage,Bahari,164133,62,nightcore,0.721,0.427,3,-7.374,0,0.0526,0.87,0,0.1,0.44,98.022,4,6.954140999315538
All Around Me,All Around Me,"Bahari,Cody Lovaas",205312,28,nightcore,0.732,0.249,10,-9.784,0,0.0403,0.494,0,0.0858,0.372,75.971,4,3.3127994524298425
Forget You,Forget You,Bahari,207700,16,nightcore,0.526,0.485,0,-8.233,0,0.167,0.473,4.49e-06,0.167,0.369,89.91,4,3.7344284736481863
Hurt,Forget You,Bahari,245080,15,nightcore,0.497,0.398,1,-8.76,0,0.04,0.745,0,0.0923,0.15,73.021,4,3.7344284736481863
Bipolar,Bipolar,Bahari,199566,26,nightcore,0.654,0.336,9,-9.14,1,0.0413,0.446,0,0.0769,0.274,123.086,4,4.079397672826831
Jackie Kennedy,Jackie Kennedy,Bahari,204259,14,nightcore,0.42,0.286,0,-11.826,1,0.0318,0.909,2.63e-05,0.104,0.244,144.912,4,4.082135523613963
Waking Up The Neighbors,Waking Up The Neighbors,Bahari,167392,17,nightcore,0.627,0.27,0,-12.196,0,0.207,0.528,0,0.393,0.486,81.953,4,4.673511293634497
gameboy,gameboy,Bahari,180320,19,nightcore,0.722,0.282,10,-9.353,1,0.0344,0.66,0,0.0961,0.339,86.001,4,5.45927447
Chasers,Chasers,Bahari,180000,20,nightcore,0.667,0.581,0,-6.746,0,0.0529,0.503,0,0.098,0.678,96.048,4,6.724161533
Fucked Up,Fucked Up,Bahari,219896,31,nightcore,0.634,0.548,9,-6.992,0,0.031,0.0684,0,0.107,0.0906,118.781,4,7.145790554414784
Get Together,Get Together,Bahari,213093,14,nightcore,0.717,0.598,4,-6.53,1,0.0279,0.0365,3.54e-05,0.128,0.405,104.034,4,8.199863107460644
Dancing On The Sun,Dancing On The Sun,Bahari,195480,19,nightcore,0.527,0.853,7,-3.427,1,0.0353,0.0564,0,0.0735,0.7,131.983,4,8.889801505817934
California,Dancing On The Sun,Bahari,236000,26,nightcore,0.645,0.89,0,-3.741,0,0.0442,0.149,0.161,0.361,0.851,124.457,4,8.889801505817934
Reasons,Dancing On The Sun,Bahari,185453,11,nightcore,0.548,0.722,5,-5.06,0,0.0274,0.0239,0,0.11,0.271,129.839,4,8.889801505817934
Altar Of The Sun,Dancing On The Sun,Bahari,313693,11,nightcore,0.589,0.968,7,-4.092,1,0.0719,0.00647,3.98e-05,0.328,0.613,118.004,4,8.889801505817934
Summer Forever,Dancing On The Sun,Bahari,205440,11,nightcore,0.683,0.931,7,-4.271,1,0.0595,0.0198,0.000135,0.0577,0.862,122.922,4,8.889801505817934
Wild Ones,Wild Ones,Bahari,184253,33,nightcore,0.686,0.286,11,-10.216,0,0.0261,0.791,1.18e-05,0.104,0.229,96.994,4,10.258726899383984
Scarlet,Scarlet,BELARO,195659,24,philly club,0.634,0.846,7,-5.458,1,0.0618,0.0107,2.5e-06,0.181,0.675,112.008,4,4.328542094455853
Rainy Days,Layover,V,179560,69,pop,0.633,0.454,9,-8.016,0,0.0875,0.739,0,0.148,0.282,74.828,4,1.6454483230663928
Blue,Layover,V,149853,66,pop,0.735,0.442,2,-9.529,0,0.0719,0.68,0.0011,0.0992,0.277,128.013,4,1.568788501026694
Love Me Again,Layover,V,182293,74,pop,0.633,0.607,0,-6.182,0,0.0532,0.183,1.38e-06,0.167,0.363,74.029,4,1.6454483230663928
For Us,Layover,V,171160,67,pop,0.556,0.339,1,-11.128,0,0.033,0.798,0.0118,0.172,0.215,84.968,4,1.568788501026694
Slow Dancing (Piano Ver.),Layover,V,188093,63,pop,0.609,0.614,8,-8.154,1,0.0699,0.366,0.00108,0.108,0.564,156.019,4,1.568788501026694
TOO MUCH,TOO MUCH,"The Kid LAROI,Jung Kook,Central Cee",203894,64,pop,0.753,0.719,10,-5.607,0,0.199,0.264,0,0.154,0.474,94.977,4,1.4565366187542779
I Need U,The Most Beautiful Moment in Life Pt.1,BTS,210986,70,pop,0.478,0.88,5,-3.097,0,0.0739,0.0213,0,0.24,0.707,158.356,4,9.930184804928132
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),LOVE IN STEREO,"MAX,HUH YUNJIN",173336,66,pop,0.656,0.695,8,-5.295,0,0.103,0.0824,0,0.38,0.589,152.859,4,1.1279945242984257
Intro: Singularity,Love Yourself 轉 'Tear',BTS,196998,60,pop,0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991,3,6.877481177275839
Super Shy,NewJeans 'Super Shy',NewJeans,154666,78,pop,0.776,0.817,5,-6.018,0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,4,1.7412731006160165
Still With You,Still With You,Jung Kook,239905,77,pop,0.529,0.469,1,-6.967,0,0.0358,0.0899,1.53e-05,0.831,0.344,87.864,4,4.826830937713894
Back for More (with Anitta),Back for More (with Anitta),"TOMORROW X TOGETHER,Anitta",131037,64,pop,0.785,0.897,4,-3.447,0,0.158,0.0452,0,0.222,0.891,115.916,4,1.5496235455167693
Intro,My Everything (Deluxe),Ariana Grande,79840,52,pop,0.447,0.182,6,-12.439,1,0.0324,0.968,3.83e-05,0.327,0.0959,89.601,4,10.614647501711156
bye,eternal sunshine,Ariana Grande,164927,76,pop,0.606,0.645,2,-4.835,0,0.0333,0.204,0,0.14,0.453,110.016,4,1.0704996577686516
don't wanna break up again,eternal sunshine,Ariana Grande,174006,73,pop,0.513,0.73,9,-5.09,0,0.253,0.397,0,0.113,0.574,129.3,5,1.0704996577686516
Saturn Returns Interlude,eternal sunshine,Ariana Grande,42166,65,pop,0.533,0.38,6,-13.588,0,0.107,0.902,0.000281,0.139,0.845,123.316,5,1.0704996577686516
eternal sunshine,eternal sunshine,Ariana Grande,210200,75,pop,0.654,0.503,9,-7.065,1,0.0982,0.533,0,0.101,0.347,160.011,4,1.0704996577686516
supernatural,eternal sunshine,Ariana Grande,163381,75,pop,0.58,0.714,8,-6.924,1,0.117,0.0969,0,0.16,0.522,76.496,4,1.0704996577686516
true story,eternal sunshine,Ariana Grande,163278,70,pop,0.698,0.53,9,-6.136,0,0.086,0.468,7.6e-06,0.313,0.423,137.954,4,1.0704996577686516
the boy is mine,eternal sunshine,Ariana Grande,173639,82,pop,0.795,0.63,7,-5.854,0,0.0434,0.157,0,0.0732,0.447,97.998,4,1.0704996577686516
DNA,Love Yourself 承 'Her',BTS,223122,70,pop,0.599,0.775,1,-4.018,0,0.0543,0.0217,0,0.0678,0.696,129.817,4,7.540041067761807
CALL ME BABY,EXODUS - The 2nd Album,EXO,211013,64,pop,0.692,0.886,1,-2.519,1,0.0519,0.284,0,0.341,0.879,100.03,4,10.012320328542094
Monster,EX'ACT,EXO,221341,64,pop,0.618,0.76,6,-4.312,1,0.0596,0.0066,0,0.127,0.541,150,4,8.815879534565367
Pretty U,SEVENTEEN 1ST ALBUM [FIRST ‘LOVE&LETTER’],SEVENTEEN,207299,64,pop,0.642,0.931,8,-2.82,1,0.163,0.0173,0,0.0815,0.884,155.088,4,8.93908282
For Youth,Proof,BTS,264480,64,pop,0.633,0.511,2,-5.665,1,0.0368,0.434,0,0.248,0.29,116.855,3,2.814510609
LOVE ME RIGHT,LOVE ME RIGHT - The 2nd Album Repackage,EXO,205128,63,pop,0.625,0.83,0,-2.33,1,0.0764,0.00266,0,0.188,0.757,110.04,4,9.834360027378509
Converse High,The Most Beautiful Moment in Life Pt.1,BTS,209715,60,pop,0.724,0.793,1,-3.982,1,0.0895,0.0597,0,0.201,0.817,98.003,4,9.930184804928132
