ts,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name
2020-08-21T17:02:08Z,Don't Threaten Me with a Good Time,Panic! At The Disco,Death of a Bachelor
2020-08-21T17:03:42Z,GO!!! 〜NARUTO OPENING MIX〜,FLOW,Go!!!
2020-08-21T17:05:34Z,Baby Shark,Pinkfong,Pinkfong Animal Songs
2020-08-21T17:07:54Z,You've Got a Friend in Me,Rex Orange County,You've Got a Friend in Me
2020-08-21T17:10:09Z,Blitzkrieg Bop - 2016 Remaster,Ramones,Ramones
2020-08-21T17:13:34Z,Hooked,Why Don't We,8 Letters
2020-08-21T17:17:52Z,Rat A Tat,Fall Out Boy,Save Rock And Roll
2020-08-21T17:20:42Z,Bad Reputation,Joan Jett & the Blackhearts,Bad Reputation (Expanded Edition)
2020-08-21T17:25:04Z,Best Friend,Rex Orange County,Best Friend
2020-08-21T17:28:58Z,Young Dumb & Broke,Khalid,American Teen
2020-08-21T17:32:07Z,Legend,The Score,ATLAS
2020-08-21T17:35:57Z,Animal,The Cab,Symphony Soldier
2020-08-21T17:39:29Z,Alright,Supergrass,I Should Coco
2020-08-21T17:42:45Z,Wii Turn Up (Wii Menu Remix),Murcy,Wii Turn Up (Wii Menu Remix)
2020-08-21T17:46:21Z,Still into You,Paramore,Paramore
2020-08-21T17:50:07Z,Smile,Avril Lavigne,Goodbye Lullaby (Expanded Edition)
2020-08-21T17:53:26Z,Shut Up and Dance,WALK THE MOON,TALKING IS HARD
2020-08-21T17:56:51Z,Young Volcanoes,Fall Out Boy,Save Rock And Roll
2020-08-21T18:01:03Z,Heebiejeebies - Bonus,Aminé,Good For You
2020-08-21T18:03:55Z,First Date,blink-182,Take Off Your Pants And Jacket
2020-08-21T18:07:08Z,HandClap,Fitz and The Tantrums,Fitz and The Tantrums
2020-08-21T18:10:13Z,Paradise,Bazzi,Soul Searching
2020-08-21T18:13:06Z,Overwhelming,Jon Bellion,The Human Condition
2020-08-21T18:13:49Z,My Best Friend,Weezer,Make Believe
2020-08-21T18:14:01Z,We're Not Gonna Take It,Twisted Sister,Stay Hungry
2020-08-21T18:16:57Z,Everybody Talks,Neon Trees,Picture Show
2020-08-21T18:19:15Z,CAN'T GET OVER YOU (feat. Clams Casino),Joji,BALLADS 1
2020-08-21T18:21:22Z,Sunkissed,khai dreams,Now and Then
2020-08-21T18:25:17Z,Fool,Cavetown,Lemon Boy
2020-08-21T18:29:40Z,Best Friend,Rex Orange County,Best Friend
2020-08-21T18:32:40Z,Sanctuary,Joji,Sanctuary
2020-08-21T18:35:42Z,Lemonade - Ukulele Version,Jeremy Passion,For More Than a Feeling
2020-08-21T18:39:51Z,Frank Ocean,Call Me Karizma,Frank Ocean
2020-08-21T18:41:32Z,Lost in You,khai dreams,Lost in You
2020-08-21T18:44:10Z,you're my world,atlas,you're my world
2020-08-21T18:49:39Z,Boys Will Be Bugs,Cavetown,Animal Kingdom
2020-08-21T18:51:10Z,"Inferno - From ""Fire Force: Enen no Shouboutai""",Shayne Orok,Inferno
2020-08-21T18:55:23Z,Sunflower,Rex Orange County,Sunflower
2020-08-22T02:12:12Z,prom dress,mxmtoon,the masquerade
2020-08-22T12:18:29Z,Mine Diamonds,Mcap Steve,Welcome to My Mine
2020-08-22T12:18:30Z,Wii Shop - Instrumental,Iceboy Ben,Wii Shop
2020-08-24T23:39:08Z,Wii Turn Up (Wii Menu Remix),Murcy,Wii Turn Up (Wii Menu Remix)
2020-08-24T23:40:42Z,Can't Help Falling In Love,Kina Grannis,Crazy Rich Asians (Original Motion Picture Soundtrack)
2020-08-24T23:44:37Z,Sugar,Maroon 5,V
2020-08-24T23:47:58Z,Better Together,Us The Duo,Better Together
2020-08-24T23:51:46Z,Get This Right - Outtake,Jonathan Groff,Frozen 2 - Original Motion Picture Soundtrack/Deluxe Edition
2020-08-24T23:55:40Z,Perfect Two,Auburn,Perfect Two
2020-08-24T23:58:33Z,Ice Cream Girl,tobi lou,Live on Ice
2020-08-24T23:59:14Z,Mr. Blue Sky,Electric Light Orchestra,Out of the Blue
2020-08-25T00:00:29Z,"Sugar, Sugar",The Archies,"The Very Best Of ""The Archies"""
2020-08-25T00:02:07Z,"Sugar, Sugar",The Archies,"The Very Best Of ""The Archies"""
2020-08-25T00:05:55Z,La Da Dee,Cody Simpson,Surfers Paradise (Expanded)
2020-08-25T00:08:49Z,Indigo,88rising,Head In The Clouds II
2020-08-25T00:09:01Z,"1, 2, 3, 4",Plain White T's,Big Bad World
2020-08-25T00:11:54Z,SUGA SWEET,FAKY,SUGA SWEET
2020-08-25T00:14:31Z,Sunkissed,khai dreams,Now and Then
2020-08-25T00:18:03Z,Say You Won't Let Go,James Arthur,Back from the Edge
2020-08-25T00:21:14Z,Let's Fall in Love for the Night,FINNEAS,Let’s Fall In Love For The Night
2020-08-25T00:24:06Z,Sunny Side Up,Surfaces,Horizons
2020-08-25T00:26:26Z,you mean the whole wide world to me,Christina Perri,you mean the whole wide world to me
2020-08-25T00:29:37Z,If I Can't Have You,Shawn Mendes,If I Can't Have You
2020-08-25T00:30:39Z,What I've Been Looking For (Reprise),Troy,High School Musical
2020-08-25T00:33:15Z,Happy - EP Version,Never Shout Never,The Summer EP
2020-08-25T00:36:32Z,Bubbly,Colbie Caillat,Coco
2020-08-25T00:40:48Z,Falling In Love,Us The Duo,No Matter Where You Are
2020-08-25T00:41:17Z,All of Me,John Legend,Love In The Future (Expanded Edition)
2020-08-25T00:41:18Z,Mine,Bazzi,COSMIC
2020-08-25T00:44:48Z,the snack that smiles back (feat. raychel jay),Shawn Wasabi,the snack that smiles back (feat. raychel jay)
2020-08-25T00:46:38Z,UWU,Chevy,UWU
2020-08-25T00:50:10Z,Lost in the Woods,Jonathan Groff,Frozen 2 - Original Motion Picture Soundtrack/Deluxe Edition
2020-08-25T00:53:39Z,What is Love,TWICE,Summer Nights
2020-08-25T00:56:59Z,What Makes You Beautiful,One Direction,Up All Night
2020-08-25T01:01:33Z,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.
2020-08-25T01:05:25Z,Wake Me Up Before You Go-Go,Wham!,Make It Big
2020-08-25T22:02:30Z,Your Shampoo Scent In The Flowers,Jang Beom June,"Be Melodramatic (Original Television Soundtrack), Pt. 3"
2020-08-25T22:02:30Z,Your Shampoo Scent In The Flowers,Jang Beom June,"Be Melodramatic (Original Television Soundtrack), Pt. 3"
2020-08-25T22:02:58Z,Time Spent Walking Through Memories - Instrumental,Music For U,Farewell song Best 15 Vol. 22
2020-08-25T22:02:58Z,Time Spent Walking Through Memories - Instrumental,Music For U,Farewell song Best 15 Vol. 22
2020-08-25T22:03:20Z,My Love,BAEKHYUN,Dr. Romantic 2 OST Part.1
2020-08-25T22:03:20Z,My Love,BAEKHYUN,Dr. Romantic 2 OST Part.1
2020-08-25T22:04:21Z,Here I Am Again,Yerin Baek,"Crash Landing on You (Original Television Soundtrack), Pt. 4"
2020-08-25T22:04:21Z,Here I Am Again,Yerin Baek,"Crash Landing on You (Original Television Soundtrack), Pt. 4"
2020-08-25T22:05:01Z,Aloha,Cool Plan B,Aloha
2020-08-25T22:05:40Z,I Love You Too Much,Gustavo Santaolalla,The Book of Life (Original Motion Picture Soundtrack)
2020-08-28T14:43:15Z,In Love,khai dreams,In Love
2020-08-28T14:46:10Z,Through and Through - Remix,khai dreams,Through and Through
2020-08-28T14:49:38Z,Lately,Forrest.,Lately
2020-08-28T14:52:39Z,"Hey Stupid, I Love You",JP Saxe,"Hey Stupid, I Love You"
2020-08-28T14:55:48Z,June Blues,Eric Reprid,June Blues
2020-08-28T14:58:08Z,Heaven Falls / Fall on Me,Surfaces,Heaven Falls / Fall on Me
2020-09-01T13:38:56Z,My Room,Forrest.,My Room
2020-09-01T13:42:49Z,Mango,Peach Tree Rascals,Mango
2020-09-01T13:46:11Z,Applesauce,sam.sts,Applesauce
2020-09-01T13:49:02Z,Fantasy,khai dreams,Summer Is Like a Dream
2020-09-01T13:52:44Z,Lover,Taylor Swift,Lover
2020-09-01T13:52:51Z,Build Me Up Buttercup,Lara Anderson,Build Me Up Buttercup
2020-09-01T13:56:14Z,Come True,khai dreams,Come True
2020-09-01T13:59:18Z,Starlight,Kuwada,Starlight
2020-09-01T13:59:35Z,Put Your Head On My Shoulder,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka
2020-09-01T14:02:12Z,Mona Lisa,val,Mona Lisa
2020-09-01T14:05:17Z,Cherry Cola,Kuwada,Cherry Cola
2020-09-01T14:08:16Z,Your Soul,Forrest.,Warm
2020-09-01T14:10:35Z,Strawberries and Wine,Jaylon Ashaun,Final Draft
2020-09-01T14:12:58Z,Through and Through,khai dreams,Through and Through
2020-09-01T14:15:05Z,Sunkissed,khai dreams,Now and Then
2020-09-01T14:18:03Z,Everybody Talks,Neon Trees,Picture Show
2020-09-01T14:21:14Z,Let's Fall in Love for the Night,FINNEAS,Let’s Fall In Love For The Night
2020-09-01T14:25:45Z,Heaven Falls / Fall on Me,Surfaces,Heaven Falls / Fall on Me
2020-09-01T14:28:54Z,June Blues,Eric Reprid,June Blues
2020-09-01T14:31:55Z,"Hey Stupid, I Love You",JP Saxe,"Hey Stupid, I Love You"
2020-09-01T14:33:36Z,In Love,khai dreams,In Love
2020-09-01T14:37:03Z,Lately,Forrest.,Lately
2020-09-01T14:39:58Z,Through and Through - Remix,khai dreams,Through and Through
2020-09-01T14:42:50Z,Fantasy,khai dreams,Summer Is Like a Dream
2020-09-08T13:54:51Z,Searching,tzelun,Searching
2020-09-08T13:55:59Z,playa,Kaizen 92,Reminisce
2020-09-08T13:57:11Z,wallflowers,mt. fujitive,honshu island
2020-09-08T13:59:16Z,Falling 4 U,SwuM,Blossoms
2020-09-08T14:02:11Z,Drag Me Down - Instrumental,Kartoffel Club,Drag Me Down
2020-09-08T14:03:44Z,cat's meow,potsu,sidewalk safari
2020-09-08T14:04:58Z,Heart,Jinsang,Gratitude.
2020-09-08T14:07:27Z,Surf,Osoku,Tape A
2020-09-08T14:08:39Z,Butter,Jaeden Camstra,"Escapades, Vol. 1"
2020-09-08T14:11:31Z,If I Were You,Lily Potter,The Archive
2020-09-08T14:12:55Z,Hello There 2,SpoonBeats,Blood Moon
2020-09-08T14:14:07Z,Plant,Kasper Lindmark,While You Were Away
2020-09-08T14:15:34Z,dream's noise,elro,dream's noise
2020-09-08T14:18:01Z,"selfish, Pt. 1",frumhere,selfish
2020-09-08T14:20:40Z,Month & a Half,afternoon,Month & a Half
2020-09-08T14:23:08Z,Flyin' Hi,Zako,Flyin' Hi
2020-09-08T14:26:16Z,It's a Good Night,Nom Tunes,A Moment to Remember
2020-09-08T14:28:06Z,Sunrise,Caleb Belkin,Summer Nights
2020-09-08T14:30:26Z,pressure,chinsei,no matter what
2020-09-08T14:31:30Z,warm feeling,kevatta,bedtime stories
2020-09-08T14:33:20Z,Nobody.knows,Brenky,Statera
2020-09-08T14:34:36Z,Idle of Mud,Hollow Sol,Shikkotsu Forest
2020-09-08T14:36:44Z,flight,WEI,Fantasia
2020-09-08T14:38:17Z,Anohana,ticofaces,Anohana
2020-09-08T14:41:28Z,Mellow Mind,The Art of Doing Nothing,The Art of Doing Nothing
2020-09-08T14:43:21Z,Strawberry Flutes,Luigi Valentino,Raindrops
2020-09-08T14:46:59Z,Honeydoo,Roger Wilco,"Dreamlike, Vol. 2"
2020-09-08T14:49:52Z,Diary Memories,pabo.,Diary Memories
2020-09-08T14:51:36Z,fall,F@ B,opening book (part 1 )
2020-09-08T14:54:19Z,The Stars,LoFi Chill,Chemical Dreams
2020-09-08T15:14:59Z,Searching,tzelun,Searching
2020-09-08T15:16:06Z,playa,Kaizen 92,Reminisce
2020-09-08T15:17:19Z,wallflowers,mt. fujitive,honshu island
2020-09-08T15:19:23Z,Falling 4 U,SwuM,Blossoms
2020-09-08T15:22:18Z,Drag Me Down - Instrumental,Kartoffel Club,Drag Me Down
2020-09-08T15:24:23Z,cat's meow,potsu,sidewalk safari
2020-09-08T15:25:36Z,Heart,Jinsang,Gratitude.
2020-09-08T15:28:05Z,Surf,Osoku,Tape A
2020-09-08T15:29:17Z,Butter,Jaeden Camstra,"Escapades, Vol. 1"
2020-09-08T15:32:09Z,If I Were You,Lily Potter,The Archive
2020-09-08T15:33:34Z,Hello There 2,SpoonBeats,Blood Moon
2020-09-08T15:35:16Z,Plant,Kasper Lindmark,While You Were Away
2020-09-08T15:36:43Z,dream's noise,elro,dream's noise
2020-09-08T15:39:10Z,"selfish, Pt. 1",frumhere,selfish
2020-09-08T15:41:49Z,Month & a Half,afternoon,Month & a Half
2020-09-08T15:44:16Z,Flyin' Hi,Zako,Flyin' Hi
2020-09-08T15:46:54Z,It's a Good Night,Nom Tunes,A Moment to Remember
2020-09-08T15:49:15Z,Sunrise,Caleb Belkin,Summer Nights
2020-09-08T15:51:35Z,pressure,chinsei,no matter what
2020-09-08T15:52:39Z,warm feeling,kevatta,bedtime stories
2020-09-08T15:54:29Z,Nobody.knows,Brenky,Statera
2020-09-08T15:55:45Z,Idle of Mud,Hollow Sol,Shikkotsu Forest
2020-09-08T15:57:22Z,flight,WEI,Fantasia
2020-09-08T15:58:55Z,Anohana,ticofaces,Anohana
2020-09-08T16:02:36Z,Mellow Mind,The Art of Doing Nothing,The Art of Doing Nothing
2020-09-08T16:04:29Z,Strawberry Flutes,Luigi Valentino,Raindrops
2020-09-08T16:08:08Z,Honeydoo,Roger Wilco,"Dreamlike, Vol. 2"
2020-09-08T16:11:01Z,Diary Memories,pabo.,Diary Memories
2020-09-08T16:12:44Z,fall,F@ B,opening book (part 1 )
2020-09-08T16:15:28Z,The Stars,LoFi Chill,Chemical Dreams
2020-09-15T17:50:12Z,Grenade,Bruno Mars,Doo-Wops & Hooligans
2020-09-15T17:55:02Z,Sugar,Maroon 5,V
2020-09-15T17:58:53Z,Sugar,Maroon 5,V
2020-09-15T18:02:14Z,Better Together,Us The Duo,Better Together
2020-09-15T18:04:25Z,Mine,Bazzi,COSMIC
2020-09-15T18:08:19Z,Young Dumb & Broke,Khalid,American Teen
2020-09-15T18:08:37Z,Lovebug,Jonas Brothers,A Little Bit Longer
2020-09-15T18:12:49Z,Let Her Go,Passenger,All the Little Lights
2020-09-15T18:16:21Z,SLOW DANCING IN THE DARK,Joji,BALLADS 1
2020-09-15T18:20:24Z,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.
2020-09-15T19:11:25Z,I Will Spend My Whole Life Loving You,Imaginary Future,I Will Spend My Whole Life Loving You
2020-09-15T19:16:03Z,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne)"
2020-09-15T19:19:20Z,The Box,Roddy Ricch,Please Excuse Me for Being Antisocial
2020-09-15T19:22:19Z,Party Girl,StaySolidRocky,Fallin'
2020-09-15T19:24:53Z,Still Don't Know My Name,Labrinth,Euphoria (Original Score from the HBO Series)
2020-09-15T19:28:06Z,you broke me first,Tate McRae,you broke me first
2020-09-15T19:31:29Z,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,Shoot For The Stars Aim For The Moon
2020-09-15T19:33:01Z,Wishing Well,Juice WRLD,Legends Never Die
2020-09-15T19:33:03Z,ROCKSTAR (feat. Roddy Ricch),DaBaby,BLAME IT ON BABY
2020-09-15T19:36:37Z,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent
2020-09-15T19:40:03Z,Come & Go (with Marshmello),Juice WRLD,Legends Never Die
2020-09-15T19:44:29Z,Laugh Now Cry Later (feat. Lil Durk),Drake,Laugh Now Cry Later (feat. Lil Durk)
2020-09-15T19:47:45Z,Got It On Me,Pop Smoke,Shoot For The Stars Aim For The Moon
2020-09-15T19:50:25Z,OK Not To Be OK,Marshmello,OK Not To Be OK
2020-09-15T20:21:02Z,Midnight Sky,Miley Cyrus,Midnight Sky
2020-09-15T20:21:44Z,Midnight Sky,Miley Cyrus,Midnight Sky
2020-09-15T20:21:49Z,Hey There Delilah,Plain White T's,All That We Needed
2020-09-15T20:24:59Z,If I Can't Have You,Shawn Mendes,If I Can't Have You
2020-09-15T20:28:24Z,Watermelon Sugar,Harry Styles,Fine Line
2020-09-15T20:32:27Z,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.
2020-09-15T20:33:10Z,"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)"
2020-09-15T20:36:13Z,"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)"
2020-09-15T20:40:24Z,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans
2020-09-15T20:44:44Z,She Will Be Loved - Radio Mix,Maroon 5,Songs About Jane: 10th Anniversary Edition
2020-09-15T20:48:18Z,I Want It That Way,Backstreet Boys,The Hits--Chapter One
2020-09-15T20:51:21Z,Someone You Loved,Lewis Capaldi,Breach
2020-09-15T20:55:23Z,The Man Who Can't Be Moved,The Script,The Script
2020-09-15T20:59:11Z,Best Day Of My Life,American Authors,"Oh, What A Life"
2020-09-15T21:03:17Z,Somebody That I Used To Know,Gotye,Making Mirrors
2020-09-15T21:06:40Z,How Do You Sleep?,Sam Smith,How Do You Sleep?
2020-09-15T21:10:30Z,Marry You,Bruno Mars,Doo-Wops & Hooligans
2020-09-15T21:14:27Z,This Love,Maroon 5,Won't Go Home Without You
2020-09-15T21:17:45Z,Beautiful People (feat. Khalid),Ed Sheeran,Beautiful People (feat. Khalid)
2020-09-15T21:21:39Z,Bad Day,Daniel Powter,Daniel Powter
2020-09-15T21:25:33Z,Dancing in the Moonlight,Toploader,Onka's Big Moka
2020-09-15T21:28:57Z,Party in the U.S.A.,Party Crazy Band,Party in the U.S.A.
2020-09-15T21:32:45Z,Be Alright,Dean Lewis,Be Alright
2020-09-17T20:41:58Z,Glad You Came,The Wanted,The Wanted
2020-09-17T20:42:44Z,Glad You Came,The Wanted,The Wanted
2020-09-17T20:46:35Z,Dancing Queen,ABBA,ABBA Gold
2020-09-27T20:31:03Z,Best Song Ever,One Direction,Midnight Memories (Deluxe)
2020-09-27T20:33:37Z,Sweet Caroline,Neil Diamond,Sweet Caroline
2020-09-27T20:37:11Z,My Room,Forrest.,My Room
2020-09-27T20:40:39Z,Lately,Forrest.,Lately
2020-09-27T20:43:50Z,Mango,Peach Tree Rascals,Mango
2020-09-27T20:46:59Z,June Blues,Eric Reprid,June Blues
2020-09-27T20:50:10Z,Let's Fall in Love for the Night,FINNEAS,Let’s Fall In Love For The Night
2020-09-27T20:53:11Z,"Hey Stupid, I Love You",JP Saxe,"Hey Stupid, I Love You"
2020-09-27T20:57:26Z,She's So Lovely,Scouting For Girls,Scouting For Girls
2020-09-27T21:00:24Z,Your Soul,Forrest.,Warm
2020-09-27T21:03:16Z,Fantasy,khai dreams,Summer Is Like a Dream
2020-09-27T21:05:23Z,Sunkissed,khai dreams,Now and Then
2020-09-27T21:08:47Z,Come True,khai dreams,Come True
2020-09-27T21:12:12Z,Through and Through - Remix,khai dreams,Through and Through
2020-09-27T21:15:34Z,Applesauce,sam.sts,Applesauce
2020-09-27T21:19:33Z,Walking On Sunshine,Katrina & The Waves,Katrina & The Waves
2020-09-27T21:23:27Z,Dancing in the Moonlight,Toploader,Onka's Big Moka
2020-09-27T21:26:33Z,Put Your Head On My Shoulder,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka
2020-09-27T21:28:52Z,Strawberries and Wine,Jaylon Ashaun,Final Draft
2020-10-04T16:59:08Z,Through and Through,khai dreams,Through and Through
2020-10-04T17:01:03Z,Through and Through,khai dreams,Through and Through
2020-10-04T17:03:41Z,Mona Lisa,val,Mona Lisa
2020-10-04T17:07:23Z,Lover,Taylor Swift,Lover
2020-10-04T17:10:28Z,Cherry Cola,Kuwada,Cherry Cola
2020-10-04T17:11:38Z,In Love,khai dreams,In Love
2020-10-04T17:12:13Z,Build Me Up Buttercup,Lara Anderson,Build Me Up Buttercup
2020-10-04T17:15:11Z,Everybody Talks,Neon Trees,Picture Show
2020-10-04T17:18:15Z,Starlight,Kuwada,Starlight
2020-10-04T17:22:17Z,Heaven Falls / Fall on Me,Surfaces,Heaven Falls / Fall on Me
2020-10-04T17:24:25Z,Sunkissed,khai dreams,Now and Then
2020-10-04T17:29:17Z,Best Friend,Rex Orange County,Best Friend
2020-10-04T17:32:42Z,If I Could Ride a Bike,Park Bird,If I Could Ride a Bike
2020-10-04T17:34:46Z,Falling for U,Peachy!,Falling for U
2020-10-04T17:38:46Z,Lovesong (The Way) [feat. Bluets],Charlie Burg,"One, Violet"
2020-10-04T17:42:11Z,feel the same,fcj,feel the same
2020-10-04T17:45:44Z,comethru (with Bea Miller),Jeremy Zucker,comethru
2020-10-04T17:48:35Z,Fantasy,khai dreams,Summer Is Like a Dream
2020-10-04T17:50:42Z,Coffee,beabadoobee,Coffee
2020-10-04T17:54:55Z,Sunflower,Rex Orange County,Sunflower
2020-10-06T14:59:15Z,Come on Eileen,Save Ferris,It Means Everything
2020-10-06T14:59:24Z,Come on Eileen,Save Ferris,It Means Everything
2020-10-06T15:02:58Z,My Room,Forrest.,My Room
2020-10-06T15:06:03Z,Everybody Talks,Neon Trees,Picture Show
2020-10-06T15:08:54Z,Fantasy,khai dreams,Summer Is Like a Dream
2020-10-06T15:13:18Z,Dancing in the Moonlight,Toploader,Onka's Big Moka
2020-10-06T15:16:17Z,Your Soul,Forrest.,Warm
2020-10-06T15:19:27Z,Let's Fall in Love for the Night,FINNEAS,Let’s Fall In Love For The Night
2020-10-06T15:22:54Z,Build Me Up Buttercup,Lara Anderson,Build Me Up Buttercup
2020-10-06T15:26:36Z,Lover,Taylor Swift,Lover
2020-10-06T15:29:38Z,"Hey Stupid, I Love You",JP Saxe,"Hey Stupid, I Love You"
2020-10-06T15:32:16Z,Sunkissed,khai dreams,Now and Then
2020-10-06T15:35:21Z,Cherry Cola,Kuwada,Cherry Cola
2020-10-06T15:37:40Z,Strawberries and Wine,Jaylon Ashaun,Final Draft
2020-10-06T15:41:42Z,Heaven Falls / Fall on Me,Surfaces,Heaven Falls / Fall on Me
2020-10-06T15:44:50Z,Mona Lisa,val,Mona Lisa
2020-10-06T15:48:02Z,Mango,Peach Tree Rascals,Mango
2020-10-06T15:51:46Z,She's So Lovely,Scouting For Girls,Scouting For Girls
2020-10-06T15:53:27Z,In Love,khai dreams,In Love
2020-10-06T15:56:51Z,Come True,khai dreams,Come True
2020-10-06T15:59:45Z,Put Your Head On My Shoulder,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka
2020-10-06T16:03:49Z,Walking On Sunshine,Katrina & The Waves,Katrina & The Waves
2020-10-06T16:06:14Z,Through and Through,khai dreams,Through and Through
2020-10-06T16:09:36Z,Applesauce,sam.sts,Applesauce
2020-10-06T16:13:04Z,Lately,Forrest.,Lately
2020-10-06T16:16:08Z,Starlight,Kuwada,Starlight
2020-10-06T16:19:48Z,June Blues,Eric Reprid,June Blues
2020-10-06T16:22:42Z,Through and Through - Remix,khai dreams,Through and Through
2020-10-06T16:25:37Z,First Date,frad,First Date
2020-10-06T16:28:28Z,Fantasy,khai dreams,Summer Is Like a Dream
2020-10-06T16:30:33Z,feelings are fatal,mxmtoon,plum blossom
2020-10-06T16:33:38Z,Cherry Cola,Kuwada,Cherry Cola
2020-10-06T16:37:45Z,Grandpop's Uke,Forrest.,Warm
2020-10-06T16:41:18Z,comethru,Jeremy Zucker,"summer,"
2020-10-06T16:44:01Z,This View,Surfaces,Where the Light Is
2020-10-06T16:45:42Z,Lost in You,khai dreams,Lost in You
2020-10-06T16:48:18Z,Fly Me to the Moon,The Macarons Project,Fly Me to the Moon
2020-10-06T16:50:36Z,5:32pm,The Deli,Vibes 2
2020-10-06T16:55:23Z,Best Friend,Rex Orange County,Best Friend
2020-10-06T19:21:58Z,2004,Anthony Amorim,2004
2020-10-07T00:25:12Z,Trouble,Never Shout Never,Me and My Uke
2020-10-07T00:26:50Z,Trouble,Never Shout Never,Me and My Uke
2020-10-07T00:29:08Z,UWU,Chevy,UWU
2020-10-07T00:33:00Z,Wake Me Up Before You Go-Go,Wham!,Make It Big
2020-10-07T00:33:09Z,Sad Song (feat. Elena Coats),We The Kings,Somewhere Somehow
2020-10-07T00:36:20Z,If I Can't Have You,Shawn Mendes,If I Can't Have You
2020-10-07T00:38:56Z,Happy - EP Version,Never Shout Never,The Summer EP
2020-10-07T00:39:56Z,I Do Adore,Mindy Gledhill,Anchor
2020-10-07T00:42:15Z,You've Got a Friend in Me,Rex Orange County,You've Got a Friend in Me
2020-10-07T00:45:05Z,Bad Reputation,Joan Jett & the Blackhearts,Bad Reputation (Expanded Edition)
2020-10-07T00:48:03Z,3 Nights,Dominic Fike,"Don't Forget About Me, Demos"
2020-10-07T00:48:24Z,"Livin' in the Sunlight, Lovin' in the Moon Light",Tiny Tim,God Bless Tiny Tim
2020-10-07T00:50:32Z,pineapple pizza!,ohsobrkn,skeleton garden
2020-10-07T00:53:57Z,La La,The Cab,Symphony Soldier
