Track Name,Album Name,Artist Name(s),Genres,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
When the Sun Goes Down,Bedtime Stories Pt. 2,brillion.,"lo-fi,lo-fi beats",230974,32,0.539,0.319,7,-14.095,1,0.0286,0.852,0.833,0.184,0.0739,75.071,4,4.908966461
Innocent,Dove,"Oatmello,Epektase,Dayn","lo-fi,lo-fi beats",133333,51,0.633,0.337,2,-10.922,1,0.113,0.969,0.318,0.107,0.129,143.946,4,4.750171116
Teasteam,Yokai,"Flitz&Suppe,Mr. Käfer,Ornithology","lo-fi beats,lo-fi,jazz beats,jazz rap",170126,26,0.574,0.177,6,-17.299,1,0.169,0.838,0.882,0.11,0.329,79.021,4,4.739219713
Shade,Contrasts,dryhope,"lo-fi,lo-fi beats",133634,25,0.631,0.125,4,-13.734,0,0.219,0.674,0.747,0.107,0.191,159.951,4,5.032169747
Kiwi,In Your Eyes,Tom Doolie,"lo-fi,lo-fi beats",87211,54,0.732,0.151,11,-14.936,1,0.137,0.969,0.952,0.111,0.273,78.1,4,0.180698152
Say Yes,L'aventure EP,"C4C,kokoro","lo-fi,lo-fi beats,jazz beats",160000,39,0.736,0.292,4,-11.661,1,0.0559,0.265,0.731,0.112,0.344,150.01,4,5.133470226
Owls of the Night,1 Am. Study Session,Kupla,"lo-fi,lo-fi beats",141538,38,0.496,0.352,9,-7.771,0,0.0416,0.346,0.182,0.545,0.255,78.097,4,5.319644079
Blue Afternoon,Introspective,"Nothingtosay,midnight alpha.","lo-fi,lo-fi beats",162360,34,0.602,0.129,7,-23.057,0,0.0902,0.825,0.908,0.107,0.0524,85.003,4,4.717316906
Eventide,Bedtime Stories Pt. 2,"brillion.,No Spirit,Sitting Duck","lo-fi,lo-fi beats",186801,25,0.316,0.488,8,-14.325,1,0.0793,0.508,0.931,0.0923,0.0357,75.822,4,4.908966461
Snow & Sand,1 Am. Study Session,"j'san,Epektase","lo-fi,lo-fi beats",165000,46,0.847,0.441,5,-10.717,1,0.0865,0.571,0.892,0.0877,0.183,80.038,5,5.319644079
Amber,1 Am. Study Session,ENRA,"lo-fi,lo-fi beats",89367,40,0.495,0.0639,3,-17.779,0,0.0668,0.932,0.375,0.1,0.133,82.013,4,5.319644079
Walk Out,Violet,"Khutko,Blue Wednesday","lo-fi,lo-fi beats",153506,53,0.833,0.24,6,-13.588,0,0.171,0.718,0.913,0.177,0.499,77.013,4,3.887748118
Kingdom in Blue,Kingdom in Blue,Kupla,"lo-fi,lo-fi beats",201154,48,0.524,0.238,7,-11.162,1,0.0423,0.657,0.926,0.16,0.12,78.018,4,5.092402464
Before You Go,Before You Go,Jhove,"lo-fi,lo-fi beats",150000,51,0.72,0.221,7,-16.089,1,0.0456,0.99,0.783,0.0967,0.166,155.972,4,4.930869268
Late Night Call,1 Am. Study Session,Jordy Chandra,lo-fi,134794,42,0.769,0.264,11,-12.611,0,0.15,0.924,0.911,0.259,0.237,109.476,3,5.319644079
Autumn Morning,Sometimes I Wait for You,softy,"lo-fi,lo-fi beats",220000,35,0.58,0.336,2,-9.888,1,0.0904,0.918,0.82,0.553,0.315,144.022,4,4.772073922
Someday,Contrasts,dryhope,"lo-fi,lo-fi beats",167814,36,0.438,0.196,10,-14.564,0,0.106,0.581,0.92,0.254,0.189,207.437,1,5.032169747
Rest Your Head,Tranquility,G Mills,"lo-fi,lo-fi beats",181043,32,0.757,0.408,1,-15.177,1,0.105,0.727,0.566,0.0967,0.264,108.05,4,4.832306639
Stars and Chimneys,2 Am. Study Session,Kalaido,"lo-fi,lo-fi beats",185804,47,0.375,0.338,6,-13.341,1,0.0406,0.822,0.756,0.0776,0.0621,85.37,4,5.00752909
Only in the West,Sebastian,Yeek,bedroom pop,196170,49,0.955,0.544,7,-6.872,1,0.0888,0.074,0.0535,0.216,0.527,116.961,4,7.93155373
Hard Times,After Laughter,Paramore,"pop punk,emo,emo pop",182693,81,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87E-06,0.0219,0.916,119.965,4,7.893223819
Please Don't Go,Please Don't Go,Joel Adams,soft pop,210580,65,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94E-05,0.294,0.235,84.264,4,9.407255305
Feel Good (with Daya),Feel Good (with Daya),"Gryffin,ILLENIUM,Daya","edm,melodic bass,future bass",248156,64,0.625,0.707,2,-4.761,1,0.0337,0.22,0,0.213,0.479,138.064,4,8.084873374
"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",Train,soft pop,216773,83,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,4,14.33812457
Happier,Happier,"Marshmello,Bastille",edm,214289,83,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.011,4,6.628336756
Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,"melodic rap,emo rap",239835,85,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4,6.313483915
Trip,Ella Mai,Ella Mai,r&b,213993,73,0.477,0.609,11,-5.628,0,0.144,0.222,0,0.107,0.357,79.884,4,6.475017112
Mycelium,Life Forms,Kupla,"lo-fi,lo-fi beats",176953,35,0.597,0.55,4,-8.657,0,0.28,0.345,0.569,0.126,0.141,78.343,4,4.673511294
Meteor Shower,Satellite Nights,"drkmnd,Ambulo","lo-fi,lo-fi beats",192039,41,0.768,0.204,11,-11.637,1,0.0429,0.156,0.892,0.113,0.136,110.053,4,5.174537988
