Track Name,Album Name,Artist Name(s),Genres,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
"You're A Mean One, Mr. Grinch",How The Grinch Stole Christmas,Thurl Ravenscroft,christmas,176333,52,0.559,0.373,2,-14.107,1,0.111,0.898,0,0.124,0.684,103.786,4,58.29158111
It's the Most Wonderful Time of the Year,The Andy Williams Christmas Album,Andy Williams,"christmas,adult standards",151933,67,0.24,0.598,7,-8.435,1,0.0369,0.766,0,0.117,0.776,201.629,3,61.35797399
It's Beginning to Look a Lot like Christmas,Christmas (Deluxe Special Edition),Michael Bublé,christmas,206639,65,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47E-06,0.341,0.363,94.775,3,12.39698836
Dragon Blood,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,113000,16,0.743,0.436,8,-11.655,1,0.061,0.927,0.909,0.0858,0.751,88.069,4,6.518822724
FREEDOM,BLUE ENCOUNT HALL TOUR 2019 apartment of SICK(S) SET LIST,BLUE ENCOUNT,"anime,j-rock,j-pop",239893,42,0.484,0.94,7,-4.013,1,0.069,0.000262,0,0.285,0.241,102.034,4,5.713894593
found & lost,s p a c e [ s ],Survive Said The Prophet,"anime,j-rock",188960,51,0.547,0.987,1,-3.71,0,0.0783,0.000133,0.000303,0.343,0.382,104.086,4,6.518822724
Hometown,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,150506,25,0.506,0.132,2,-19.83,1,0.0494,0.895,0.904,0.0949,0.404,119.971,4,6.518822724
Eiji,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,201933,33,0.607,0.564,2,-8.169,1,0.0254,0.00773,0.912,0.107,0.655,98.944,4,6.518822724
Prayer,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,154600,27,0.573,0.35,11,-13.942,0,0.0331,0.473,0.938,0.292,0.453,119.012,3,6.518822724
BANANA FISH,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,195333,25,0.684,0.75,9,-8.528,1,0.043,0.00308,0.676,0.111,0.108,120.006,4,6.518822724
Leaper,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,190906,30,0.655,0.746,0,-5.368,1,0.0327,1.91E-05,0.941,0.123,0.562,120.02,4,6.518822724
Los Angeles,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,43493,14,0.775,0.859,6,-9.355,1,0.0744,3.15E-05,0.874,0.0642,0.902,119.982,4,6.518822724
Yut Lung,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,133693,18,0.198,0.0539,2,-15.814,1,0.0381,0.218,0.919,0.337,0.144,78.885,4,6.518822724
Papa & Cat,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,199306,18,0.716,0.699,2,-8.422,1,0.0326,0.462,0.905,0.252,0.662,120.014,3,6.518822724
New York,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,106293,19,0.797,0.597,5,-9.981,0,0.0489,0.114,0.938,0.0661,0.763,108.976,4,6.518822724
Shorter to Sing,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,236240,14,0.676,0.602,6,-14.154,0,0.0524,0.396,0.914,0.298,0.142,110.998,4,6.518822724
Blue Bird,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,144893,47,0.673,0.0198,8,-25.17,0,0.0859,0.995,0.968,0.108,0.451,86.796,4,6.518822724
Sins Fate,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,244600,17,0.093,0.27,7,-13.504,1,0.0367,0.771,0.735,0.103,0.0331,79.35,3,6.518822724
Tears of the Lynx,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,179626,38,0.715,0.223,9,-16.12,0,0.0505,0.685,0.00362,0.0624,0.12,122.939,4,6.518822724
Cops,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,161466,15,0.493,0.555,1,-15.235,1,0.0867,0.723,0.793,0.125,0.406,113.014,4,6.518822724
Death Invitation,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,176533,14,0.49,0.335,4,-16.367,0,0.098,0.433,0.904,0.0712,0.38,83.076,4,6.518822724
RED,RED,Survive Said The Prophet,"anime,j-rock",253893,47,0.449,0.693,5,-4.592,1,0.0351,0.0165,0,0.302,0.423,107.997,4,6.308008214
Him and Hym,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,140200,36,0.71,0.0507,2,-18.804,0,0.0885,0.995,0.968,0.0872,0.147,74.946,4,6.518822724
The Last Waltz,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,130226,38,0.319,0.0644,0,-22.346,0,0.0447,0.965,0.925,0.113,0.0378,168.785,3,6.518822724
Aslan,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,224840,32,0.539,0.352,0,-15.077,1,0.0267,0.939,0.886,0.113,0.274,139.966,4,6.518822724
Dino,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,163440,21,0.637,0.481,8,-10.736,1,0.204,0.501,0.955,0.0522,0.418,135.04,3,6.518822724
Leaper,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,190906,30,0.655,0.746,0,-5.368,1,0.0327,1.91E-05,0.941,0.123,0.562,120.02,4,6.518822724
Resistance,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,98666,21,0.47,0.00866,7,-22.736,0,0.0906,0.994,0.939,0.143,0.177,159.787,4,6.518822724
Trigger,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,156200,20,0.72,0.306,0,-11.156,0,0.0435,0.266,0.913,0.122,0.0547,110.041,4,6.518822724
Moment,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,183133,21,0.754,0.347,0,-11.994,1,0.0625,0.0991,0.824,0.117,0.506,133.959,4,6.518822724
Chinatown,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,217506,19,0.565,0.58,1,-10.826,0,0.08,0.382,0.872,0.039,0.765,179.981,3,6.518822724
Buddy,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,86773,19,0.407,0.144,10,-20.122,0,0.0541,0.979,0.876,0.111,0.387,103.966,4,6.518822724
Sayonara,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,anime,191893,17,0.831,0.562,8,-10.112,1,0.0867,0.234,0.905,0.0839,0.854,145.972,4,6.518822724
シルシ,Launcher,LiSA,"anime,j-pop,j-rock",288253,51,0.552,0.766,8,-4.117,1,0.0536,0.46,0,0.0941,0.472,145.991,4,10.08350445
明け星,LANDER,LiSA,"anime,j-pop,j-rock",267346,54,0.363,0.869,1,-3.477,1,0.0498,0.000255,1.50E-06,0.361,0.229,95.017,4,2.379192334
ラブ・ドラマティック,ラブ・ドラマティック,"Masayuki Suzuki,伊原六花","anime,j-pop,kayokyoku,city pop",263613,53,0.71,0.798,9,-5.309,1,0.0343,0.364,0,0.354,0.789,129.039,4,6.097193703
センチメンタルクライシス,Assortrip,halca,"anime,j-pop",243960,49,0.409,0.896,7,-2.535,1,0.105,0.0107,0.0018,0.127,0.577,167.127,4,7.252566735
Chikatto Chika Chikattsu (From Kaguya-sama: Love Is War),Chikatto Chika Chikattsu (From Kaguya-sama: Love Is War),"Akano,Jonatan King",anime,95140,23,0.755,0.886,11,-6.384,0,0.244,0.193,1.68E-06,0.118,0.32,178.002,4,5.678302533
風に吹かれて,ハルカカナタヘ,福原 遥,anime,272826,39,0.388,0.611,3,-3.724,1,0.0334,0.291,0,0.063,0.401,179.933,4,2.819986311
ないものねだり,僕がCDを出したら,KANA-BOON,"anime,j-rock,j-pop",262693,58,0.471,0.77,6,-3.783,0,0.102,0.0002,0.00308,0.0974,0.529,174.85,4,11.94250513
Kamado Tanjirou no Uta (From Demon Slayer: Kimetsu no Yaiba) [Full Version],Kamado Tanjirou no Uta (From Demon Slayer: Kimetsu no Yaiba) [Full Version],Akano,anime,328548,61,0.422,0.328,2,-8.941,0,0.0324,0.588,2.90E-06,0.097,0.159,151.846,4,5.538672142
From the Edge (From Demon Slayer: Kimetsu no Yaiba),From the Edge (From Demon Slayer: Kimetsu no Yaiba),Akano,anime,88989,32,0.577,0.582,8,-9.429,1,0.0835,0.041,0,0.242,0.131,161.912,4,5.867214237
Kamado Tanjirou no Uta (From Demon Slayer: Kimetsu no Yaiba) [Full Version],Kamado Tanjirou no Uta (From Demon Slayer: Kimetsu no Yaiba) [Full Version],Akano,anime,328548,61,0.422,0.328,2,-8.941,0,0.0324,0.588,2.90E-06,0.097,0.159,151.846,4,5.538672142
Hope (From One Piece),Hope (From One Piece),"Akano,AndrezoWorks",anime,153544,48,0.581,0.696,4,-4.234,0,0.0353,0.056,0,0.46,0.1,139.936,4,6.57357974
残響散歌,残響散歌,Aimer,"anime,j-pop,j-rock",184893,67,0.367,0.896,11,-4.002,1,0.091,0.000627,0,0.207,0.38,170.863,4,3.323750856
白銀,白銀,LiSA,"anime,j-pop,j-rock",264666,43,0.485,0.888,11,-3.326,1,0.0489,0.00277,1.16E-06,0.373,0.282,142.983,4,3.381245722
Yoriichi Theme,Yoriichi Theme,Samuel Kim,anime,137488,43,0.27,0.605,2,-7.931,0,0.0335,0.54,0.852,0.0784,0.12,91.933,4,3.181382615
Akaza Theme,鬼滅の刃 EP,A Samurai In Tokyo,anime,87428,37,0.662,0.419,2,-10.2,0,0.0301,0.702,0.896,0.137,0.136,139.972,4,2.097193703
Rengoku Theme,鬼滅の刃 EP,A Samurai In Tokyo,anime,109523,38,0.725,0.319,4,-12.432,0,0.038,0.759,0.821,0.186,0.298,126.008,4,2.097193703
Zenitsu Theme,鬼滅の刃 EP,A Samurai In Tokyo,anime,95575,36,0.86,0.426,0,-9.302,0,0.0371,0.682,0.919,0.0851,0.113,113.022,4,2.097193703
Rengoku Theme V2,Rengoku Theme V2,Samuel Kim,anime,236978,43,0.151,0.52,0,-9.38,1,0.0418,0.0156,0.958,0.129,0.0978,101.922,3,2.954140999
KokodeIkiteru,KokodeIkiteru,"MARY,jon-YAKITORY","vocaloid,j-pop,anime",202662,43,0.352,0.868,8,-4.367,1,0.0514,0.0252,0.00119,0.19,0.518,94.23,4,3.657768652
unravel,Fantastic Magic,TK from Ling tosite sigure,"anime,j-rock,j-pop",238360,71,0.508,0.889,7,-2.755,0,0.0862,0.0495,0,0.0984,0.332,135.014,4,10.60095825
たぶん,THE BOOK,YOASOBI,"j-pop,anime",256773,67,0.748,0.661,5,-6.702,1,0.0334,0.157,0.00102,0.101,0.743,90.003,4,4.238193018
Dream lantern,Your Name.,RADWIMPS,"anime,j-pop,j-rock",131666,64,0.206,0.871,8,-5.751,1,0.419,0.0316,6.55E-05,0.0596,0.125,175.6,3,8.607802875
asphyxia,PURE,Cö shu Nie,"anime,j-rock,j-pop",174893,60,0.181,0.913,5,-3.318,1,0.152,0.0501,0,0.282,0.392,82.176,4,5.311430527
Snow Fairy,Tv Anime Fairy Tail Op & Ed Theme Songs Vol. 1,FUNKIST,anime,216626,55,0.418,0.846,1,-4.211,0,0.0473,0.000232,0,0.161,0.561,105.983,4,13.62902122
往け,往け,LiSA,"anime,j-pop,j-rock",228266,49,0.56,0.952,1,-2.579,0,0.162,0.135,0,0.162,0.689,89.872,4,3.466119097
火炎,火炎(Full Edition),QUEEN BEE,"anime,j-rock,j-pop",215973,59,0.52,0.933,11,-4.874,0,0.18,0.034,2.13E-05,0.33,0.604,169.839,4,6.173853525
インスタントヘヴン,フライングベスト〜知らないの？巷で噂のダメ天使〜,"NANAOAKARI,Eve","vocaloid,j-pop,anime,j-rock,japanese indie",230000,42,0.552,0.946,1,-3.868,1,0.163,0.00733,6.55E-05,0.268,0.658,184.971,4,6.502395619
Brave Shine,DAWN,Aimer,"anime,j-pop,j-rock",233493,60,0.38,0.889,8,-5.911,1,0.0801,0.00272,2.07E-06,0.152,0.514,171.083,4,9.681040383
スタンドバイミー,The GARDEN,the peggies,"anime,j-rock,j-pop,japanese indie",278493,41,0.402,0.924,0,-2.344,1,0.0574,0.0151,0,0.253,0.481,170.949,4,3.452429843
unlasting,LEO-NiNE,LiSA,"anime,j-pop,j-rock",296813,56,0.637,0.447,7,-5.893,0,0.0302,0.53,0,0.0977,0.343,113.256,4,4.468172485
オレンジ,アニップス,7!!,"anime,j-pop",350200,61,0.348,0.492,7,-4.844,1,0.0324,0.171,0,0.116,0.3,171.637,4,9.067761807
crossing field,LANDSPACE,LiSA,"anime,j-pop,j-rock",248946,68,0.45,0.983,5,-2.246,1,0.282,0.0186,0,0.265,0.314,179.041,4,11.42505133
Life is サイダー,Life is サイダー,アネモネリア,anime,242827,30,0.746,0.899,1,-2.956,1,0.0436,0.0637,0.00423,0.322,0.735,105,4,4.183436003
ANIMA,unknown,ReoNa,"anime,j-pop,j-rock",269120,58,0.455,0.918,1,-4.503,1,0.141,0.000732,0,0.249,0.498,96.513,4,4.48733744
the WORLD,the WORLD Ruler,Nightmare,"visual kei,anime,j-rock",233200,63,0.425,0.894,11,-3.318,0,0.0381,0.000226,1.50E-05,0.265,0.81,94.751,4,18.09445585
from the edge,PARADE,"FictionJunction,LiSA","anime,j-pop,j-rock",280933,51,0.35,0.915,1,-3.762,1,0.111,0.00931,0,0.129,0.151,162.032,4,1.957563313
veil,porte,須田景凪,"anime,j-pop,j-rock",209636,58,0.559,0.873,0,-4.401,0,0.0543,0.0281,0,0.185,0.797,150.055,4,5.618069815
play the world!,LEO-NiNE,"LiSA,PABLO","anime,j-pop,j-rock",258959,35,0.619,0.925,6,-3.56,1,0.0894,0.0143,2.45E-06,0.0618,0.862,160.944,4,4.468172485
The Cruel Angel's Thesis <TV. Size Version>,NEON GENESIS EVANGELION II (Original Soundtrack),Yoko Takahashi,"anime,city pop,j-pop",93186,34,0.614,0.699,0,-5.866,0,0.0492,0.0565,0.016,0.191,0.581,128.723,4,2.182067077
ユキトキ,エウアル,yanaginagi,"anime,j-pop,j-rock",268920,48,0.436,0.89,5,-3.043,1,0.108,0.0926,0,0.122,0.628,164.976,4,11.75085558
Waterfall,inside you EP,milet,"j-pop,anime,j-rock",219373,36,0.769,0.472,8,-5.087,0,0.0334,0.482,1.58E-05,0.104,0.599,96.013,4,6.083504449
Torches,Walpurgis,Aimer,"anime,j-pop,j-rock",294760,48,0.525,0.665,0,-6.579,1,0.0274,0.577,0,0.142,0.36,82.044,4,3.975359343
give it back,give it back,Cö shu Nie,"anime,j-rock,j-pop",212476,54,0.461,0.591,1,-5.838,1,0.0496,0.463,0,0.05,0.354,99.826,4,4.194387406
Overfly,OVERSKY,Luna Haruna,"anime,j-pop,j-rock",267506,51,0.584,0.854,8,-3.491,1,0.0443,0.0927,0.000252,0.0964,0.341,133.954,4,11.59753593
dawn,dawn,LiSA,"anime,j-pop,j-rock",246773,37,0.608,0.941,5,-2.633,0,0.144,0.012,3.72E-05,0.355,0.546,92.492,4,4.224503765
ADAMAS,赤い罠(who loves it?) / ADAMAS,LiSA,"anime,j-pop,j-rock",225000,62,0.514,0.991,1,-1.768,0,0.115,0.00906,1.28E-05,0.316,0.298,95.528,4,6.308008214
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,"Lil Uzi Vert,Oh Wonder",melodic rap,221746,79,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,4,7.605749487
Down,All Or Nothing,"Jay Sean,Lil Wayne","rap,hip hop",212506,79,0.727,0.68,2,-4.498,1,0.0286,0.0101,0,0.0821,0.728,132.012,4,16.25188227
A Little Party Never Killed Nobody (All We Got),Music From Baz Luhrmann's Film The Great Gatsby,"Fergie,Q-Tip,GoonRock",east coast hip hop,240733,60,0.75,0.636,5,-5.078,0,0.174,0.0105,2.48E-06,0.0854,0.51,129.988,4,12.25188227
Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),"USHER,Lil Jon,Ludacris","r&b,crunk,southern hip hop",250373,85,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,4,21.0294319
Club Can't Handle Me (feat. David Guetta),Only One Flo (Part 1),"Flo Rida,David Guetta","edm,dance",234560,78,0.616,0.869,0,-3.911,1,0.0327,0.0283,0,0.064,0.473,127.966,4,14.35728953
Berlin City Girl,Das Beste,Culcha Candela,german pop,226320,59,0.797,0.814,7,-4.127,0,0.0401,0.0312,0,0.316,0.808,121.977,4,14.4476386
Dangerous Woman,Dangerous Woman,Ariana Grande,pop,235946,71,0.664,0.602,4,-5.369,0,0.0412,0.0529,0,0.356,0.289,134.049,3,8.87063655
Winnie the Pooh,Winnie the Pooh,"Zooey Deschanel,M. Ward",children's music,152440,46,0.432,0.37,2,-11.285,1,0.0806,0.454,0.00964,0.0864,0.388,148.93,4,14.2532512
Honor To Us All,Mulan (Original Soundtrack),"Lea Salonga,Beth Fowler,Marni Nixon,Chorus - Mulan,Disney",musicals,183200,60,0.462,0.242,7,-19.3,1,0.0616,0.447,0,0.115,0.652,168.006,4,27.25256674
Sussy Baka,Sussy Baka,Iceboy Ben,meme rap,91394,42,0.696,0.355,0,-12.12,1,0.114,0.356,7.72E-06,0.154,0.203,142.056,4,3.813826146
I Like Ya Cut G,Hamborger,Iceboy Ben,meme rap,265846,22,0.942,0.587,6,-8.76,1,0.0902,0.000238,0.0114,0.0765,0.948,130.012,4,4.52019165
Wham Rap! (Enjoy What You Do?),The Final,Wham!,christmas,401960,38,0.794,0.788,2,-9.256,1,0.0978,0.162,9.59E-05,0.649,0.789,118.671,4,38.35455168
Guadalajara,Música de America,Mariachi Vargas De Tecalitlán,"mariachi,música mexicana,ranchera",176906,45,0.442,0.658,5,-6.475,1,0.0739,0.454,0.00176,0.322,0.72,188.409,3,37.21560575
Shooting Stars,Bag Raiders (Deluxe),Bag Raiders,alternative dance,235813,67,0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,4,14.2532512
What A Wonderful World,What A Wonderful World,Louis Armstrong,"jazz,swing music,big band,vocal jazz,jazz blues",139226,76,0.271,0.165,5,-20.652,1,0.0351,0.726,1.54E-06,0.118,0.202,77.082,4,57.25393566
Just Dance,Kids Dance Party Music,"Lady Gaga,Colby O'Donis","art pop,pop",244055,28,0.813,0.74,1,-4.668,0,0.0327,0.0318,1.43E-05,0.166,0.699,118.976,4,3.331964408
The Only Exception,Brand New Eyes,Paramore,"pop punk,emo,emo pop",267653,79,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,3,15.51266256
Hot N Cold,One Of The Boys,Katy Perry,pop,220226,73,0.706,0.842,7,-3.956,1,0.0417,7.73E-05,0,0.0688,0.861,132.032,4,16.79397673
Hey Ya!,Speakerboxxx/The Love Below,Outkast,"southern hip hop,hip hop",235213,82,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,4,22.2532512
Umbrella,Good Girl Gone Bad: Reloaded,"Rihanna,JAY-Z","hip hop,east coast hip hop,rap",275986,83,0.585,0.828,1,-4.603,1,0.124,0.00906,0,0.0426,0.584,174.034,4,16.83504449
Forever,Forever,Chris Brown,r&b,278573,80,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,4,16.92813142
Stacy's Mom,Welcome Interstate Managers,Fountains Of Wayne,power pop,197986,75,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78E-05,0.0808,0.927,118.015,4,22.2532512
Sex on Fire,Only By The Night,Kings of Leon,modern rock,203346,83,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4,16.52566735
ココロのちず,ココロのちず,BOYSTYLE,anime,263026,56,0.54,0.913,1,-1.573,1,0.0366,0.00989,0,0.208,0.734,132.109,4,20.37508556
Yakuza,Cherry Blossom EP,A Samurai In Tokyo,anime,105714,34,0.822,0.692,11,-7.749,1,0.252,0.524,0.0367,0.0922,0.271,168.053,3,2.097193703
Liquor Store Blues (feat. Damian Marley),Doo-Wops & Hooligans,"Bruno Mars,Damian Marley","reggae,ragga,roots reggae,dancehall",229383,61,0.691,0.828,1,-3.909,0,0.0749,0.113,0,0.358,0.678,75.519,4,14.89664613
BLOW (with Chris Stapleton & Bruno Mars),BLOW (with Chris Stapleton & Bruno Mars),"Ed Sheeran,Chris Stapleton,Bruno Mars","soft pop,country",209120,61,0.631,0.796,1,-5.35,1,0.0401,0.000245,0.0115,0.38,0.596,92.469,4,5.746748802
Wake Up in the Sky,Evil Genius,"Gucci Mane,Bruno Mars,Kodak Black","southern hip hop,rap,trap",203161,74,0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.367,0.367,143.01,4,6.321697467
Mirror,Tha Carter IV (Complete Edition),"Lil Wayne,Bruno Mars","rap,hip hop",228093,76,0.328,0.622,5,-7.291,0,0.0866,0.858,0,0.104,0.401,74.267,4,13.59616701
Wasted On You,Dangerous: The Double Album,Morgan Wallen,country,178520,79,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196,3,4.232717317
One Of Them Girls,Hey World,Lee Brice,"country,acoustic country",188893,70,0.643,0.79,4,-6.079,1,0.0461,0.29,0,0.107,0.808,95.981,4,4.366872005
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,"Pop Smoke,Lil Baby,DaBaby","brooklyn drill,drill,new york drill",190476,75,0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,4,4.750171116
Blueberry Faygo,Certified Hitmaker,Lil Mosey,melodic rap,162546,73,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,4,5.155373032
Beautiful Crazy,This One's for You Too (Deluxe Edition),Luke Combs,country,193200,82,0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,4,6.839151266
Life Is Good (feat. Drake),Life Is Good (feat. Drake),"Future,Drake","rap,hip hop",237735,72,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,4,5.229295003
Dos Oruguitas,Encanto (Original Motion Picture Soundtrack),Sebastian Yatra,"colombian pop,reggaeton,latin",214613,65,0.423,0.355,0,-10.565,1,0.0454,0.761,0,0.0915,0.465,93.788,4,3.370294319
All Of You,Encanto (Original Motion Picture Soundtrack),"Stephanie Beatriz,Olga Merediz,John Leguizamo,Adassa,Maluma,Encanto - Cast","reggaeton,latin,urbano latino",278440,60,0.515,0.467,11,-10.623,1,0.0494,0.633,0,0.107,0.346,114.532,4,3.370294319
"Colombia, Mi Encanto",Encanto (Original Motion Picture Soundtrack),Carlos Vives,"colombian pop,vallenato,latin,latin pop",175280,59,0.718,0.88,0,-7.567,1,0.11,0.0223,0,0.908,0.814,124.007,4,3.370294319
Dos Oruguitas,Encanto (Original Motion Picture Soundtrack),Sebastian Yatra,"colombian pop,reggaeton,latin",214613,65,0.423,0.355,0,-10.565,1,0.0454,0.761,0,0.0915,0.465,93.788,4,3.370294319
Some Things Never Change,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),"Kristen Bell,Idina Menzel,Josh Gad,Jonathan Groff,Cast of Frozen 2",musicals,209964,65,0.567,0.543,5,-4.485,1,0.0313,0.613,0,0.106,0.299,89.937,4,5.382614648
On The Way (feat. Mila J),Chilombo (Deluxe),"Jhené Aiko,Mila J",r&b,222600,63,0.575,0.443,7,-11.626,0,0.28,0.756,0,0.109,0.658,113.862,4,4.711841205
Into the Unknown,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),"Idina Menzel,AURORA","musicals,norwegian pop,art pop",194848,74,0.321,0.405,10,-8.533,0,0.0412,0.849,0.000544,0.138,0.274,146.072,5,5.382614648
Carried Me With You,Onward (Original Motion Picture Soundtrack),Brandi Carlile,"folk,americana",213732,50,0.639,0.666,0,-7.775,1,0.0636,0.271,0,0.111,0.372,98.384,4,5.097878166
Beauty and the Beast,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),"Ariana Grande,John Legend","pop,soft pop,neo soul",227928,64,0.489,0.54,6,-7.046,1,0.0288,0.126,0,0.103,0.27,81.4,4,8.065708419
Something There,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),"Emma Watson,Dan Stevens,Ewan McGregor,Ian McKellen,Emma Thompson,Nathan Mack,Gugu Mbatha-Raw",musicals,174878,56,0.45,0.317,0,-12.856,1,0.0381,0.896,5.15E-05,0.216,0.476,123.442,4,8.065708419
Starting Now,Starting Now,Brandy,r&b,204173,47,0.555,0.851,7,-4.525,1,0.121,0.0314,2.59E-05,0.0902,0.314,125.086,4,3.868583162
The Ballad of the Lonesome Cowboy,Toy Story 4 (Original Motion Picture Soundtrack),Chris Stapleton,country,105013,39,0.668,0.538,9,-8.758,1,0.0354,0.287,7.64E-05,0.0807,0.146,109.886,4,5.785078713
Be Our Guest,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),"Ewan McGregor,Emma Thompson,Gugu Mbatha-Raw,Ian McKellen",musicals,288763,53,0.425,0.6,2,-7.641,1,0.0659,0.412,0,0.073,0.525,114.161,4,8.065708419
Remember Me (Dúo),Coco (Original Motion Picture Soundtrack),"Miguel,Natalia Lafourcade","r&b,latin folk,bolero,latin indie,latin alternative",164453,57,0.611,0.553,0,-6.681,1,0.0329,0.415,0,0.497,0.571,84.996,4,7.394934976
Can You Imagine That?,Mary Poppins Returns (Original Motion Picture Soundtrack),"Emily Blunt,Pixie Davies,Joel Dawson,Nathanael Saleh",musicals,262640,44,0.577,0.381,8,-10.928,1,0.168,0.816,0,0.216,0.498,117.57,4,6.321697467
fantasize,fantasize,ericdoa,"hyperpop,glitch",150612,55,0.713,0.535,6,-7.073,0,0.0308,0.00591,5.40E-05,0.115,0.551,102.602,4,3.849418207
1985,A Hangover You Don't Deserve,Bowling For Soup,"pop punk,punk",193000,70,0.606,0.887,4,-4.404,1,0.0598,0.000242,0,0.337,0.903,119.974,4,21.25393566
Hysteria,Absolution,Muse,"alternative rock,rock",227023,74,0.256,0.911,0,-4.479,1,0.0868,8.58E-05,0.000925,0.232,0.428,186.078,4,21.54962355
Bali,88GLAM RELOADED,"88GLAM,NAV",melodic rap,185316,48,0.646,0.503,11,-7.218,1,0.0402,0.097,0,0.13,0.509,158.027,4,6.934976044
Maybe,Ready for the World,"Mixed Matches,Lukrative",hyperpop,171111,43,0.549,0.716,1,-11.156,1,0.0371,0.145,0.894,0.623,0.169,80.993,4,5.845311431
檄!帝国華撃団<新章>,New Sakura Wars Original Soundtrack,"佐倉 綾音 (天宮 さくら),内田 真礼 (東雲 初穂),山村 響 (望月 あざみ),福原 綾香 (アナスタシア・パルマ),早見 沙織 (クラリス)",anime,175226,8,0.543,0.899,7,-3.024,1,0.0543,0.468,0,0.12,0.791,143.044,4,4.774811773
Believe in you,TVアニメ「Re:ゼロから始める異世界生活」2nd season 後期エンディングテーマ「Believe in you」,nonoc,"anime,j-pop",279333,46,0.473,0.563,6,-5.3,1,0.0332,0.0938,5.69E-06,0.149,0.134,92.023,4,4.084873374
KISS OF DEATH（Produced by HYDE）,雪の華15周年記念ベスト盤 BIBLE,Mika Nakashima,"j-pop,anime,j-r&b",250200,56,0.544,0.908,5,-3.174,1,0.0743,0.000776,0,0.366,0.192,122.037,4,6.173853525
